stable,team,jornada,season
74.68102073365232,Atlético Madrid,36,2024
79.7873471557682,Granada,36,2024
74.85380116959064,Almería,37,2024
78.99787347155768,Rayo Vallecano,37,2024
73.42371079213184,Sevilla,37,2024
83.12599681020734,Valencia,37,2024
73.26687931951089,Real Sociedad,37,2024
83.09675704412547,Girona,37,2024
80.06113769271664,Las Palmas,37,2024
73.9845826687932,Mallorca,37,2024
74.52418926103137,Athletic Club,37,2024
71.41148325358851,Real Madrid,37,2024
76.31313131313132,Celta Vigo,37,2024
73.64433811802233,Osasuna,37,2024
74.04040404040404,Villarreal,37,2024
74.40191387559808,Real Betis,37,2024
79.08426368952685,Getafe,37,2024
76.74508240297715,Barcelona,37,2024
78.44763423710792,Cádiz,37,2024
78.46092503987241,Alavés,37,2024
73.91547049441786,Atlético Madrid,37,2024
79.12014885699097,Granada,37,2024
73.69218500797447,Almería,38,2024
77.4481658692185,Rayo Vallecano,38,2024
72.78043593833067,Sevilla,38,2024
82.4401913875598,Valencia,38,2024
72.53056884635832,Real Sociedad,38,2024
