stable,team,jornada,season
82.48538011695906,Girona,38,2024
79.23444976076556,Las Palmas,38,2024
72.7485380116959,Mallorca,38,2024
73.01701222753854,Athletic Club,38,2024
69.57203615098352,Real Madrid,38,2024
74.67038809144071,Celta Vigo,38,2024
73.02764486975013,Osasuna,38,2024
72.37905369484318,Villarreal,38,2024
73.31738437001594,Real Betis,38,2024
78.55927698032961,Getafe,38,2024
76.24534821903242,Barcelona,38,2024
77.46810207336523,Cádiz,38,2024
77.4481658692185,Alavés,38,2024
73.10074428495481,Atlético Madrid,38,2024
78.37852206273259,Granada,38,2024
99.48165869218501,Eibar,2,2021
99.3859649122807,Celta Vigo,2,2021
99.46570972886762,Granada,2,2021
98.98989898989899,Athletic Club,2,2021
99.27166400850611,Cádiz,2,2021
99.72089314194578,Osasuna,2,2021
99.27166400850611,Alavés,2,2021
99.79797979797979,Real Betis,2,2021
99.25837320574162,Valladolid,2,2021
99.26900584795321,Real Sociedad,2,2021
99.58532695374801,Villarreal,2,2021
99.31685273790536,Huesca,2,2021
99.71026049973419,Valencia,2,2021
99.03508771929825,Levante,2,2021
99.80861244019138,Getafe,2,2021
99.2769803296119,Real Madrid,2,2021
99.71291866028709,Elche,2,2021
99.22647527910686,Atlético Madrid,2,2021
98.89420520999468,Sevilla,2,2021
99.75146198830409,Barcelona,2,2021
98.71610845295056,Eibar,3,2021
99.21584263689527,Celta Vigo,3,2021
98.47687400318979,Granada,3,2021
98.7692716640085,Athletic Club,3,2021
98.98724082934609,Cádiz,3,2021
98.9819245082403,Osasuna,3,2021
98.91812865497076,Alavés,3,2021
99.25837320574162,Real Betis,3,2021
98.51408825093036,Valladolid,3,2021
99.02445507708666,Real Sociedad,3,2021
99.21584263689527,Villarreal,3,2021
98.63902179691654,Huesca,3,2021
98.96331738437001,Valencia,3,2021
98.10207336523126,Levante,3,2021
99.57203615098352,Getafe,3,2021
98.56459330143541,Real Madrid,3,2021
99.35672514619883,Elche,3,2021
98.67889420521,Atlético Madrid,3,2021
98.41573631047315,Sevilla,3,2021
99.50558213716108,Barcelona,3,2021
97.68474215842637,Eibar,4,2021
98.69484316852738,Celta Vigo,4,2021
97.52791068580542,Granada,4,2021
98.30143540669856,Athletic Club,4,2021
97.80701754385964,Cádiz,4,2021
97.81499202551834,Osasuna,4,2021
98.37320574162679,Alavés,4,2021
98.59117490696438,Real Betis,4,2021
97.4428495481127,Valladolid,4,2021
98.37320574162679,Real Sociedad,4,2021
98.85964912280701,Villarreal,4,2021
98.21637426900585,Huesca,4,2021
98.20042530568847,Valencia,4,2021
97.0441254651781,Levante,4,2021
99.3859649122807,Getafe,4,2021
97.76980329611908,Real Madrid,4,2021
98.56459330143541,Elche,4,2021
97.72461456671984,Atlético Madrid,4,2021
97.83094098883572,Sevilla,4,2021
98.73471557682085,Barcelona,4,2021
96.33705475810739,Eibar,5,2021
98.14194577352472,Celta Vigo,5,2021
97.00691121743753,Granada,5,2021
97.54385964912281,Athletic Club,5,2021
96.80489101541733,Cádiz,5,2021
97.15709728867624,Osasuna,5,2021
97.81366294524189,Alavés,5,2021
97.75651249335459,Real Betis,5,2021
96.04465709728868,Valladolid,5,2021
97.910685805422645,Real Sociedad,5,2021
98.72408293460926,Villarreal,5,2021
97.650186071238707,Huesca,5,2021
97.7485380116959,Valencia,5,2021
96.46996278575226,Levante,5,2021
98.83040935672514,Getafe,5,2021
96.9377990430622,Real Madrid,5,2021
97.98245614035088,Elche,5,2021
97.18500797448166,Atlético Madrid,5,2021
96.77830940988835,Sevilla,5,2021
98.12865497076024,Barcelona,5,2021
95.34290271132376,Eibar,6,2021
97.06804891015418,Celta Vigo,6,2021
96.10047846889952,Granada,6,2021
97.39234449760765,Athletic Club,6,2021
95.82668793195108,Cádiz,6,2021
96.49122807017544,Osasuna,6,2021
97.05475810738969,Alavés,6,2021
96.9377990430622,Real Betis,6,2021
95.13556618819777,Valladolid,6,2021
97.49069643806486,Real Sociedad,6,2021
98.18846358320043,Villarreal,6,2021
96.86602870813397,Huesca,6,2021
96.82083997873471,Valencia,6,2021
95.53429027113238,Levante,6,2021
98.61775651249336,Getafe,6,2021
96.2360446570973,Real Madrid,6,2021
97.43487506645401,Elche,6,2021
96.36363636363636,Atlético Madrid,6,2021
95.52631578947368,Sevilla,6,2021
97.3444976076555,Barcelona,6,2021
94.81658692185007,Eibar,7,2021
96.75438596491227,Celta Vigo,7,2021
95.2538543328017,Granada,7,2021
96.66932482721957,Athletic Club,7,2021
95.64593301435407,Cádiz,7,2021
95.82934609250398,Osasuna,7,2021
96.20680489101542,Alavés,7,2021
96.14965443912813,Real Betis,7,2021
93.96863370547581,Valladolid,7,2021
96.79957469431153,Real Sociedad,7,2021
97.84423179160021,Villarreal,7,2021
96.37161084529505,Huesca,7,2021
96.1244019138756,Valencia,7,2021
94.61190855927698,Levante,7,2021
98.37453482190324,Getafe,7,2021
95.27379053694843,Real Madrid,7,2021
96.77033492822966,Elche,7,2021
95.77086656034024,Atlético Madrid,7,2021
94.91228070175438,Sevilla,7,2021
96.64805954279639,Barcelona,7,2021
94.53748006379585,Eibar,8,2021
95.93965975544923,Celta Vigo,8,2021
93.20042530568847,Granada,8,2021
96.36629452418926,Athletic Club,8,2021
95.42530568846358,Cádiz,8,2021
95.22062732589049,Osasuna,8,2021
95.59941520467837,Alavés,8,2021
95.66454013822435,Real Betis,8,2021
92.57044125465178,Valladolid,8,2021
96.13503455608719,Real Sociedad,8,2021
97.40297713981924,Villarreal,8,2021
95.82137161084529,Huesca,8,2021
95.22727272727272,Valencia,8,2021
93.85167464114832,Levante,8,2021
97.66879319510899,Getafe,8,2021
94.52418926103137,Real Madrid,8,2021
96.32110579479,Elche,8,2021
95.26049973418395,Atlético Madrid,8,2021
94.29558745348218,Sevilla,8,2021
96.07655502392345,Barcelona,8,2021
94.1945773524721,Eibar,9,2021
95.00797448165869,Celta Vigo,9,2021
91.14566719829878,Granada,9,2021
95.75225943646996,Athletic Club,9,2021
94.76608187134502,Cádiz,9,2021
94.74747474747474,Osasuna,9,2021
94.7567783094099,Alavés,9,2021
95.23790536948431,Real Betis,9,2021
91.69059011164275,Valladolid,9,2021
95.06246677299309,Real Sociedad,9,2021
97.06539074960128,Villarreal,9,2021
94.67836257309942,Huesca,9,2021
95.01329080276449,Valencia,9,2021
93.17650186071239,Levante,9,2021
96.95108984582669,Getafe,9,2021
93.15523657628921,Real Madrid,9,2021
95.87453482190324,Elche,9,2021
94.82190324295587,Atlético Madrid,9,2021
93.6842105263158,Sevilla,9,2021
95.2046783625731,Barcelona,9,2021
93.19377990430623,Eibar,10,2021
94.6996278575226,Celta Vigo,10,2021
90.65390749601276,Granada,10,2021
95.57150451887294,Athletic Club,10,2021
93.66028708133972,Cádiz,10,2021
93.98989898989899,Osasuna,10,2021
94.03508771929825,Alavés,10,2021
94.41254651780967,Real Betis,10,2021
91.44338118022328,Valladolid,10,2021
94.15736310473153,Real Sociedad,10,2021
96.65337586390218,Villarreal,10,2021
94.50292397660819,Huesca,10,2021
94.61456671982988,Valencia,10,2021
92.49335459861776,Levante,10,2021
96.61350345560872,Getafe,10,2021
92.39766081871345,Real Madrid,10,2021
95.38809144072302,Elche,10,2021
94.05369484316853,Atlético Madrid,10,2021
92.99574694311536,Sevilla,10,2021
94.85911749069643,Barcelona,10,2021
92.5518341307815,Eibar,11,2021
94.50159489633174,Celta Vigo,11,2021
90.19138755980862,Granada,11,2021
95.11961722488039,Athletic Club,11,2021
93.00903774587985,Cádiz,11,2021
93.01169590643275,Osasuna,11,2021
93.80116959064327,Alavés,11,2021
93.4742158426369,Real Betis,11,2021
91.33173843700159,Valladolid,11,2021
93.02232854864434,Real Sociedad,11,2021
96.27857522594364,Villarreal,11,2021
93.94205209994684,Huesca,11,2021
93.72939925571505,Valencia,11,2021
91.5337586390218,Levante,11,2021
95.82402977139819,Getafe,11,2021
91.69059011164275,Real Madrid,11,2021
94.97076023391813,Elche,11,2021
93.45295055821371,Atlético Madrid,11,2021
92.3365231259968,Sevilla,11,2021
94.4949494949495,Barcelona,11,2021
92.06273258904838,Eibar,12,2021
94.3859649122807,Celta Vigo,12,2021
89.60925039872409,Granada,12,2021
94.33014354066985,Athletic Club,12,2021
92.29399255715045,Cádiz,12,2021
92.27272727272728,Osasuna,12,2021
93.67091972355131,Alavés,12,2021
92.51461988304094,Real Betis,12,2021
90.32695374800637,Valladolid,12,2021
91.88197767145135,Real Sociedad,12,2021
95.86921850079744,Villarreal,12,2021
93.15789473684211,Huesca,12,2021
93.4688995215311,Valencia,12,2021
91.16693248272196,Levante,12,2021
95.14088250930357,Getafe,12,2021
91.2360446570973,Real Madrid,12,2021
94.54013822434875,Elche,12,2021
93.14194577352472,Atlético Madrid,12,2021
91.92716640085061,Sevilla,12,2021
94.03774587985114,Barcelona,12,2021
91.45135566188198,Eibar,13,2021
93.83306751727804,Celta Vigo,13,2021
89.1945773524721,Granada,13,2021
93.75863902179691,Athletic Club,13,2021
91.59489633173844,Cádiz,13,2021
91.58426368952685,Osasuna,13,2021
92.86549707602339,Alavés,13,2021
92.10526315789474,Real Betis,13,2021
89.55608718766614,Valladolid,13,2021
91.14566719829878,Real Sociedad,13,2021
95.3987240829346,Villarreal,13,2021
92.7485380116959,Huesca,13,2021
93.03827751196172,Valencia,13,2021
90.5050505050505,Levante,13,2021
94.23444976076556,Getafe,13,2021
90.9117490696438,Real Madrid,13,2021
93.95800106326422,Elche,13,2021
92.68474215842637,Atlético Madrid,13,2021
91.39021796916533,Sevilla,13,2021
93.74800637958533,Barcelona,13,2021
90.93567251461988,Eibar,14,2021
93.431685273790535,Celta Vigo,14,2021
88.39447102604997,Granada,14,2021
92.91600212652844,Athletic Club,14,2021
90.70175438596492,Cádiz,14,2021
90.74827219564062,Osasuna,14,2021
92.13450292397661,Alavés,14,2021
91.5311004784689,Real Betis,14,2021
88.59117490696438,Valladolid,14,2021
89.7049441786284,Real Sociedad,14,2021
94.91759702286018,Villarreal,14,2021
92.31392876129718,Huesca,14,2021
92.41626794258373,Valencia,14,2021
89.81127060074428,Levante,14,2021
93.82509303561935,Getafe,14,2021
90.48378522062733,Real Madrid,14,2021
93.48484848484848,Elche,14,2021
92.2514619883041,Atlético Madrid,14,2021
90.93833067517278,Sevilla,14,2021
93.14194577352472,Barcelona,14,2021
90.4120148856991,Eibar,15,2021
93.15789473684211,Celta Vigo,15,2021
87.66480595427964,Granada,15,2021
92.27538543328016,Athletic Club,15,2021
89.98670919723551,Cádiz,15,2021
89.57336523125997,Osasuna,15,2021
91.36895268474215,Alavés,15,2021
90.32695374800637,Real Betis,15,2021
87.36044657097288,Valladolid,15,2021
88.73471557682083,Real Sociedad,15,2021
94.36469962785752,Villarreal,15,2021
91.80223285486443,Huesca,15,2021
91.74109516214779,Valencia,15,2021
88.68553960659224,Levante,15,2021
92.5491759702286,Getafe,15,2021
90.17012227538544,Real Madrid,15,2021
93.01967038809144,Elche,15,2021
91.75172780435938,Atlético Madrid,15,2021
90.43859649122807,Sevilla,15,2021
92.42424242424242,Barcelona,15,2021
89.50558213716108,Eibar,16,2021
92.82030834662413,Celta Vigo,16,2021
87.07336523125997,Granada,16,2021
91.48325358851675,Athletic Club,16,2021
89.58266879319511,Cádiz,16,2021
88.85699096225412,Osasuna,16,2021
90.9090909090909,Alavés,16,2021
89.55608718766614,Real Betis,16,2021
86.13769271664009,Valladolid,16,2021
87.72993088782562,Real Sociedad,16,2021
94.15470494417863,Villarreal,16,2021
91.34237107921318,Huesca,16,2021
91.13370547581074,Valencia,16,2021
87.99308878256247,Levante,16,2021
91.6347687400319,Getafe,16,2021
89.56937799043062,Real Madrid,16,2021
92.2953216374269,Elche,16,2021
91.18022328548645,Atlético Madrid,16,2021
89.86709197235513,Sevilla,16,2021
91.54704944178629,Barcelona,16,2021
88.7692716640085,Eibar,17,2021
92.63955342902712,Celta Vigo,17,2021
85.99548112706007,Granada,17,2021
90.83997873471557,Athletic Club,17,2021
88.98724082934609,Cádiz,17,2021
88.41307814992025,Osasuna,17,2021
89.68102073365232,Alavés,17,2021
88.62573099415205,Real Betis,17,2021
84.93088782562467,Valladolid,17,2021
86.97501329080276,Real Sociedad,17,2021
93.9845826687932,Villarreal,17,2021
90.55289739500266,Huesca,17,2021
90.05050505050505,Valencia,17,2021
87.26209463051568,Levante,17,2021
91.20414673046253,Getafe,17,2021
89.00584795321637,Real Madrid,17,2021
91.55236576289208,Elche,17,2021
90.35619351408825,Atlético Madrid,17,2021
89.69165337586391,Sevilla,17,2021
91.29186602870813,Barcelona,17,2021
88.44497607655502,Eibar,18,2021
92.09994683678894,Celta Vigo,18,2021
85.15417331206805,Granada,18,2021
90.2977139819245,Athletic Club,18,2021
88.66028708133972,Cádiz,18,2021
87.82562466772993,Osasuna,18,2021
88.72275385433281,Alavés,18,2021
88.28149920255183,Real Betis,18,2021
84.6012759170654,Valladolid,18,2021
86.08452950558214,Real Sociedad,18,2021
93.65497076023392,Villarreal,18,2021
90.02126528442318,Huesca,18,2021
89.68367889420522,Valencia,18,2021
87.02020202020202,Levante,18,2021
90.44922913343966,Getafe,18,2021
88.4635832004253,Real Madrid,18,2021
90.77884104199893,Elche,18,2021
89.56937799043062,Atlético Madrid,18,2021
89.24242424242425,Sevilla,18,2021
90.622009569378,Barcelona,18,2021
88.01967038809144,Eibar,19,2021
91.15364167995747,Celta Vigo,19,2021
84.46969696969697,Granada,19,2021
89.67836257309942,Athletic Club,19,2021
88.07549175970229,Cádiz,19,2021
86.8367889420521,Osasuna,19,2021
88.08346624136098,Alavés,19,2021
87.57575757575758,Real Betis,19,2021
83.63636363636364,Valladolid,19,2021
85.22328548644339,Real Sociedad,19,2021
93.25890483785221,Villarreal,19,2021
89.01116427432217,Huesca,19,2021
89.21052631578948,Valencia,19,2021
86.52046783625731,Levante,19,2021
90.2977139819245,Getafe,19,2021
88.07814992025519,Real Madrid,19,2021
90.28442317916002,Elche,19,2021
88.94205209994684,Atlético Madrid,19,2021
88.7692716640085,Sevilla,19,2021
90.103668261563,Barcelona,19,2021
87.19032429558746,Eibar,20,2021
90.48910154173312,Celta Vigo,20,2021
83.8755980861244,Granada,20,2021
89.0776182881446,Athletic Club,20,2021
87.46943115364168,Cádiz,20,2021
85.74561403508773,Osasuna,20,2021
87.62626262626263,Alavés,20,2021
87.05741626794259,Real Betis,20,2021
83.02764486975013,Valladolid,20,2021
84.43115364167996,Real Sociedad,20,2021
92.76448697501328,Villarreal,20,2021
88.54332801701223,Huesca,20,2021
88.62041467304626,Valencia,20,2021
85.8054226475279,Levante,20,2021
89.62254120148857,Getafe,20,2021
87.6608187134503,Real Madrid,20,2021
89.57203615098352,Elche,20,2021
88.3705475810739,Atlético Madrid,20,2021
88.13662945241893,Sevilla,20,2021
89.56140350877193,Barcelona,20,2021
86.35034556087187,Eibar,21,2021
89.84582668793195,Celta Vigo,21,2021
83.11004784688996,Granada,21,2021
87.99308878256247,Athletic Club,21,2021
86.58426368952685,Cádiz,21,2021
84.94152046783626,Osasuna,21,2021
86.76767676767676,Alavés,21,2021
86.24933545986178,Real Betis,21,2021
82.5518341307815,Valladolid,21,2021
83.71079213184476,Real Sociedad,21,2021
92.30462519936204,Villarreal,21,2021
88.19245082402978,Huesca,21,2021
88.04359383306752,Valencia,21,2021
85.34290271132376,Levante,21,2021
89.03907496012759,Getafe,21,2021
87.2514619883041,Real Madrid,21,2021
89.03774587985114,Elche,21,2021
87.6528442317916,Atlético Madrid,21,2021
87.30728335991493,Sevilla,21,2021
88.75863902179691,Barcelona,21,2021
85.5077086656034,Eibar,22,2021
89.54279638490165,Celta Vigo,22,2021
82.28070175438597,Granada,22,2021
86.7198298777246,Athletic Club,22,2021
86.06858054226475,Cádiz,22,2021
83.95268474215843,Osasuna,22,2021
86.20680489101542,Alavés,22,2021
85.36682615629984,Real Betis,22,2021
81.57628920786816,Valladolid,22,2021
82.84423179160021,Real Sociedad,22,2021
91.61616161616162,Villarreal,22,2021
88.05422647527911,Huesca,22,2021
87.90536948431685,Valencia,22,2021
84.51089845826688,Levante,22,2021
87.87347155768208,Getafe,22,2021
86.76236044657097,Real Madrid,22,2021
88.44763423710792,Elche,22,2021
87.29399255715045,Atlético Madrid,22,2021
86.09516214779373,Sevilla,22,2021
87.82828282828282,Barcelona,22,2021
84.76076555023923,Eibar,23,2021
89.47634237107921,Celta Vigo,23,2021
81.40616693248272,Granada,23,2021
85.85061137692716,Athletic Club,23,2021
85.45188729399256,Cádiz,23,2021
83.25358851674642,Osasuna,23,2021
85.69643806485912,Alavés,23,2021
84.37267410951621,Real Betis,23,2021
80.5077086656034,Valladolid,23,2021
82.254120148857,Real Sociedad,23,2021
90.89845826687932,Villarreal,23,2021
87.7405635300372,Huesca,23,2021
87.35247208931419,Valencia,23,2021
83.3599149388623,Levante,23,2021
87.38171185539606,Getafe,23,2021
86.25199362041468,Real Madrid,23,2021
87.53588516746412,Elche,23,2021
86.3264221158958,Atlético Madrid,23,2021
85.1010101010101,Sevilla,23,2021
86.69590643274853,Barcelona,23,2021
84.06698564593302,Eibar,24,2021
88.96464646464646,Celta Vigo,24,2021
79.98538011695906,Granada,24,2021
84.58399787347156,Athletic Club,24,2021
84.67304625199363,Cádiz,24,2021
82.54120148856991,Osasuna,24,2021
84.88304093567251,Alavés,24,2021
83.80249867091972,Real Betis,24,2021
79.65709728867624,Valladolid,24,2021
81.3423710792132,Real Sociedad,24,2021
90.26581605528975,Villarreal,24,2021
87.43221690590111,Huesca,24,2021
86.35832004253056,Valencia,24,2021
81.98298777246146,Levante,24,2021
86.8341307814992,Getafe,24,2021
85.89314194577352,Real Madrid,24,2021
86.57894736842105,Elche,24,2021
85.48378522062733,Atlético Madrid,24,2021
84.49760765550239,Sevilla,24,2021
85.89048378522062,Barcelona,24,2021
83.43434343434343,Eibar,25,2021
88.23232323232324,Celta Vigo,25,2021
79.14938862307284,Granada,25,2021
83.27219564061669,Athletic Club,25,2021
84.30090377458798,Cádiz,25,2021
81.84210526315789,Osasuna,25,2021
84.22115895800107,Alavés,25,2021
83.29346092503988,Real Betis,25,2021
78.64167995746944,Valladolid,25,2021
80.75225943646996,Real Sociedad,25,2021
89.81924508240297,Villarreal,25,2021
87.23551302498672,Huesca,25,2021
85.96757044125465,Valencia,25,2021
80.7203615098352,Levante,25,2021
86.16161616161617,Getafe,25,2021
85.66719829877725,Real Madrid,25,2021
86.26794258373207,Elche,25,2021
85.00797448165869,Atlético Madrid,25,2021
83.13131313131314,Sevilla,25,2021
85.08506113769272,Barcelona,25,2021
82.94258373205741,Eibar,26,2021
87.35778841041999,Celta Vigo,26,2021
78.37852206273259,Granada,26,2021
81.5311004784689,Athletic Club,26,2021
83.70015948963318,Cádiz,26,2021
81.1323763955343,Osasuna,26,2021
83.60978203083467,Alavés,26,2021
82.50132908027645,Real Betis,26,2021
78.22700691121744,Valladolid,26,2021
80.04253056884636,Real Sociedad,26,2021
89.58532695374801,Villarreal,26,2021
86.99893673577884,Huesca,26,2021
85.51834130781499,Valencia,26,2021
79.56671982987773,Levante,26,2021
85.66188197767146,Getafe,26,2021
85.26581605528975,Real Madrid,26,2021
85.79479000531632,Elche,26,2021
84.75544922913343,Atlético Madrid,26,2021
81.54704944178629,Sevilla,26,2021
84.6996278575226,Barcelona,26,2021
82.21690590111643,Eibar,27,2021
86.50451887293993,Celta Vigo,27,2021
77.745879851143,Granada,27,2021
80.54758107389686,Athletic Club,27,2021
83.12865497076024,Cádiz,27,2021
80.65656565656566,Osasuna,27,2021
83.08080808080808,Alavés,27,2021
81.99627857522594,Real Betis,27,2021
78.0595427963849,Valladolid,27,2021
79.51355661881978,Real Sociedad,27,2021
88.72009569377991,Villarreal,27,2021
86.71185539606593,Huesca,27,2021
84.39659755449229,Valencia,27,2021
78.34130781499202,Levante,27,2021
84.95614035087719,Getafe,27,2021
84.70760233918129,Real Madrid,27,2021
85.06911217437533,Elche,27,2021
84.16002126528443,Atlético Madrid,27,2021
80.45720361509835,Sevilla,27,2021
84.377990430622,Barcelona,27,2021
81.51515151515152,Eibar,28,2021
86.13503455608719,Celta Vigo,28,2021
77.41892610313663,Granada,28,2021
79.33545986177565,Athletic Club,28,2021
82.76448697501328,Cádiz,28,2021
79.80861244019138,Osasuna,28,2021
82.08133971291866,Alavés,28,2021
81.27857522594365,Real Betis,28,2021
77.9585326953748,Valladolid,28,2021
78.62573099415205,Real Sociedad,28,2021
88.08612440191388,Villarreal,28,2021
85.97288676236045,Huesca,28,2021
83.25624667729932,Valencia,28,2021
77.90005316321106,Levante,28,2021
84.37001594896331,Getafe,28,2021
84.26368952684743,Real Madrid,28,2021
84.55874534821903,Elche,28,2021
83.82243487506645,Atlético Madrid,28,2021
79.42317916002126,Sevilla,28,2021
84.20255183413079,Barcelona,28,2021
81.1190855927698,Eibar,29,2021
85.63928761297183,Celta Vigo,29,2021
76.79957469431153,Granada,29,2021
78.55927698032961,Athletic Club,29,2021
82.13450292397661,Cádiz,29,2021
78.92610313662945,Osasuna,29,2021
81.54704944178629,Alavés,29,2021
80.699096225412,Real Betis,29,2021
76.59223817118554,Valladolid,29,2021
77.80435938330675,Real Sociedad,29,2021
87.06273258904838,Villarreal,29,2021
85.49175970228602,Huesca,29,2021
82.51993620414673,Valencia,29,2021
77.12387028176502,Levante,29,2021
83.66028708133972,Getafe,29,2021
83.39181286549707,Real Madrid,29,2021
84.26900584795321,Elche,29,2021
83.25624667729932,Atlético Madrid,29,2021
78.52472089314195,Sevilla,29,2021
84.03242955874535,Barcelona,29,2021
80.32429558745348,Eibar,30,2021
85.27113237639553,Celta Vigo,30,2021
75.74162679425837,Granada,30,2021
77.05475810738969,Athletic Club,30,2021
81.76501860712386,Cádiz,30,2021
78.18447634237108,Osasuna,30,2021
80.60340244550771,Alavés,30,2021
80.05582137161085,Real Betis,30,2021
75.99681020733652,Valladolid,30,2021
76.96969696969697,Real Sociedad,30,2021
85.93035619351409,Villarreal,30,2021
85.15683147262095,Huesca,30,2021
81.8806485911749,Valencia,30,2021
76.10313662945242,Levante,30,2021
83.08878256246678,Getafe,30,2021
82.76581605528975,Real Madrid,30,2021
83.7692716640085,Elche,30,2021
82.22222222222223,Atlético Madrid,30,2021
78.30675172780437,Sevilla,30,2021
83.74800637958532,Barcelona,30,2021
79.26368952684743,Eibar,31,2021
84.73152578415736,Celta Vigo,31,2021
75.17543859649123,Granada,31,2021
76.32642211589581,Athletic Club,31,2021
81.29718234981394,Cádiz,31,2021
77.745879851143,Osasuna,31,2021
79.93886230728336,Alavés,31,2021
79.51355661881978,Real Betis,31,2021
75.3030303030303,Valladolid,31,2021
76.2280701754386,Real Sociedad,31,2021
85.0026581605529,Villarreal,31,2021
84.98405103668262,Huesca,31,2021
81.1244019138756,Valencia,31,2021
75.7177033492823,Levante,31,2021
82.72195640616692,Getafe,31,2021
81.46996278575226,Real Madrid,31,2021
82.79904306220095,Elche,31,2021
81.57894736842105,Atlético Madrid,31,2021
78.02498670919724,Sevilla,31,2021
83.15789473684211,Barcelona,31,2021
78.26422115895801,Eibar,32,2021
84.37267410951621,Celta Vigo,32,2021
74.44178628389155,Granada,32,2021
75.60340244550771,Athletic Club,32,2021
80.71504518872939,Cádiz,32,2021
76.77830940988835,Osasuna,32,2021
79.33014354066985,Alavés,32,2021
78.58851674641149,Real Betis,32,2021
74.09888357256779,Valladolid,32,2021
75.43593833067517,Real Sociedad,32,2021
83.75332270069111,Villarreal,32,2021
83.5725677830941,Huesca,32,2021
80.3987240829346,Valencia,32,2021
74.23710792131845,Levante,32,2021
81.2333864965444,Getafe,32,2021
80.34290271132376,Real Madrid,32,2021
81.77565124933545,Elche,32,2021
81.3370547581074,Atlético Madrid,32,2021
77.910685805422645,Sevilla,32,2021
82.72727272727272,Barcelona,32,2021
77.67676767676768,Eibar,33,2021
83.64699627857523,Celta Vigo,33,2021
73.49548112706007,Granada,33,2021
75.00797448165869,Athletic Club,33,2021
79.41786283891547,Cádiz,33,2021
75.05316321105795,Osasuna,33,2021
79.15204678362574,Alavés,33,2021
77.87612971823498,Real Betis,33,2021
73.0648591174907,Valladolid,33,2021
74.688995215311,Real Sociedad,33,2021
82.62892078681553,Villarreal,33,2021
82.32589048378523,Huesca,33,2021
79.54545454545455,Valencia,33,2021
73.01701222753854,Levante,33,2021
79.82190324295587,Getafe,33,2021
79.65975544922914,Real Madrid,33,2021
80.82402977139819,Elche,33,2021
80.73896863370547,Atlético Madrid,33,2021
77.51196172248804,Sevilla,33,2021
82.17437533227007,Barcelona,33,2021
77.05209994683679,Eibar,34,2021
83.1711855396066,Celta Vigo,34,2021
72.70600744284954,Granada,34,2021
74.23179160021266,Athletic Club,34,2021
78.05156831472621,Cádiz,34,2021
73.49548112706007,Osasuna,34,2021
78.9739500265816,Alavés,34,2021
77.47208931419458,Real Betis,34,2021
71.91387559808612,Valladolid,34,2021
74.15470494417863,Real Sociedad,34,2021
81.49654439128123,Villarreal,34,2021
81.29984051036682,Huesca,34,2021
78.79585326953747,Valencia,34,2021
72.02817650186071,Levante,34,2021
79.55077086656034,Getafe,34,2021
78.83040935672514,Real Madrid,34,2021
80.22328548644339,Elche,34,2021
79.80595427963848,Atlético Madrid,34,2021
77.28601807549177,Sevilla,34,2021
81.3264221158958,Barcelona,34,2021
76.8341307814992,Eibar,35,2021
82.27937267410951,Celta Vigo,35,2021
71.95374800637958,Granada,35,2021
73.80116959064327,Athletic Club,35,2021
77.22222222222223,Cádiz,35,2021
72.5571504518873,Osasuna,35,2021
78.42371079213184,Alavés,35,2021
76.77033492822966,Real Betis,35,2021
71.06592238171186,Valladolid,35,2021
73.61244019138756,Real Sociedad,35,2021
80.25252525252526,Villarreal,35,2021
80.6113769271664,Huesca,35,2021
78.3705475810739,Valencia,35,2021
71.16959064327486,Levante,35,2021
79.0882509303562,Getafe,35,2021
78.01435406698565,Real Madrid,35,2021
79.13609782030835,Elche,35,2021
79.25571504518874,Atlético Madrid,35,2021
76.99362041467305,Sevilla,35,2021
81.04997341839447,Barcelona,35,2021
76.632110579479,Eibar,36,2021
81.65337586390218,Celta Vigo,36,2021
71.14566719829878,Granada,36,2021
73.38915470494418,Athletic Club,36,2021
75.87719298245614,Cádiz,36,2021
70.93567251461988,Osasuna,36,2021
77.63689526847422,Alavés,36,2021
75.76289207868155,Real Betis,36,2021
69.66507177033493,Valladolid,36,2021
72.2461456671983,Real Sociedad,36,2021
79.27698032961192,Villarreal,36,2021
79.91228070175438,Huesca,36,2021
77.40563530037214,Valencia,36,2021
69.94417862838915,Levante,36,2021
77.99574694311536,Getafe,36,2021
77.32323232323233,Real Madrid,36,2021
78.25890483785221,Elche,36,2021
79.18128654970761,Atlético Madrid,36,2021
76.21743753322701,Sevilla,36,2021
80.6166932482722,Barcelona,36,2021
76.27857522594365,Eibar,37,2021
81.29452418926103,Celta Vigo,37,2021
70.52099946836789,Granada,37,2021
72.53854332801701,Athletic Club,37,2021
74.688995215311,Cádiz,37,2021
69.44976076555024,Osasuna,37,2021
77.13450292397661,Alavés,37,2021
74.98405103668262,Real Betis,37,2021
67.83094098883572,Valladolid,37,2021
71.04731525784157,Real Sociedad,37,2021
78.34928229665071,Villarreal,37,2021
79.49893673577884,Huesca,37,2021
76.53907496012759,Valencia,37,2021
68.79319510898458,Levante,37,2021
77.2900053163211,Getafe,37,2021
77.0414673046252,Real Madrid,37,2021
77.18500797448166,Elche,37,2021
79.02179691653376,Atlético Madrid,37,2021
75.28309409888357,Sevilla,37,2021
80.01063264221159,Barcelona,37,2021
75.07177033492823,Eibar,38,2021
81.21743753322701,Celta Vigo,38,2021
69.59330143540669,Granada,38,2021
71.21477937267412,Athletic Club,38,2021
73.20308346624137,Cádiz,38,2021
