Team,Player_Name,Min,Starting_Minute,jornada
Almería,Diego Mariño,90,0,1
Almería,Édgar González,90,0,1
Almería,Iddrisu Baba,76,0,1
Almería,Lucas Robertone,77,0,1
Almería,Largie Ramazani,82,0,1
Almería,Luis Javier Suárez,90,0,1
Almería,Adri Embarba,90,0,1
Almería,Lázaro,45,0,1
Almería,Sergio Akieme,90,0,1
Almería,Alejandro Pozo Pozo,65,0,1
Almería,Srđan Babić,90,0,1
Almería,Dion Lopy,13,77,1
Almería,Gonzalo Melero,14,76,1
Almería,Pubill,25,65,1
Almería,Sergio Arribas,45,45,1
Almería,Marko Milovanović,8,82,1
Rayo Vallecano,Stole Dimitrievski,90,0,1
Rayo Vallecano,Aridane Hernández,90,0,1
Rayo Vallecano,Isaac Palazón Camacho,90,0,1
Rayo Vallecano,Óscar Trejo,62,0,1
Rayo Vallecano,Randy Ntekja,81,0,1
Rayo Vallecano,Alfonso Espino,90,0,1
Rayo Vallecano,Unai López,45,0,1
Rayo Vallecano,Álvaro García,85,0,1
Rayo Vallecano,Iván Balliu,90,0,1
Rayo Vallecano,Óscar Valentín,85,0,1
Rayo Vallecano,Florian Lejeune,90,0,1
Rayo Vallecano,Pep Chavarría,5,85,1
Rayo Vallecano,Radamel Falcao,9,81,1
Rayo Vallecano,Salvi,28,62,1
Rayo Vallecano,Pathé Ciss,45,45,1
Rayo Vallecano,Diego Méndez,5,85,1
Sevilla,Yassine Bounou,90,0,1
Sevilla,Lucas Ocampos,90,0,1
Sevilla,Nemanja Gudelj,90,0,1
Sevilla,Suso,90,0,1
Sevilla,Ivan Rakitić,90,0,1
Sevilla,Youssef En-Nesyri,81,0,1
Sevilla,Jesús Navas,68,0,1
Sevilla,Érik Lamela,55,0,1
Sevilla,Marcos Acuña,90,0,1
Sevilla,Fernando,68,0,1
Sevilla,Loïc Bade,80,0,1
Sevilla,Federico Gattoni,9,81,1
Sevilla,Djibril Sow,22,68,1
Sevilla,Óliver Torres,35,55,1
Sevilla,Juanlu Sánchez,22,68,1
Valencia,Giorgi Mamardashvili,90,0,1
Valencia,Mouctar Diakhaby,90,0,1
Valencia,Gabriel Paulista,90,0,1
Valencia,Hugo Duro,90,0,1
Valencia,Domingos André Ribeiro Almeida,61,0,1
Valencia,Thierry Correia,90,0,1
Valencia,José Luis Gayà,86,0,1
Valencia,Cenk Özkacar,90,0,1
Valencia,Diego López,64,0,1
Valencia,José Luis García Vayá,90,0,1
Valencia,Francisco Perez,60,0,1
Valencia,Javier Guerra,29,61,1
Valencia,Dimitri Foulquier,30,60,1
Valencia,Jesus Vazquez,4,86,1
Valencia,Pablo Gozalbez,26,64,1
Real Sociedad,Álex Remiro,90,0,1
Real Sociedad,Aihen Muñoz,90,0,1
Real Sociedad,Martín Zubimendi,90,0,1
Real Sociedad,Igor Zubeldia,90,0,1
Real Sociedad,Carlos Fernández,58,0,1
Real Sociedad,Mikel Oyarzabal,73,0,1
Real Sociedad,Takefusa Kubo,73,0,1
Real Sociedad,Hamari Traoré,73,0,1
Real Sociedad,Beñat Turrientes,79,0,1
Real Sociedad,Brais Méndez,90,0,1
Real Sociedad,Robin Le Normand,90,0,1
Real Sociedad,Alex Sola,17,73,1
Real Sociedad,Ander Barrenetxea,32,58,1
Real Sociedad,Mohamed Ali Cho,17,73,1
Real Sociedad,Olasagasti,11,79,1
Real Sociedad,Umar Sadiq,17,73,1
Girona,Paulo Gazzaniga,90,0,1
Girona,Miguel Gutiérrez,90,0,1
Girona,Arnau Martinez,89,0,1
Girona,David López,90,0,1
Girona,Cristhian Stuani,63,0,1
Girona,Viktor Tsyhankov,90,0,1
Girona,Aleix García,90,0,1
Girona,Sávio,63,0,1
Girona,Daley Blind,90,0,1
Girona,Yan Couto,63,0,1
Girona,Yangel Herrera,85,0,1
Girona,Bernardo Espinosa,1,89,1
Girona,Artem Dovbyk,27,63,1
Girona,Valery Fernández,27,63,1
Girona,Pablo Torre,27,63,1
Girona,Iván Martín,5,85,1
Las Palmas,Álvaro Vallés,90,0,1
Las Palmas,Álex Suárez,90,0,1
Las Palmas,Javier Muñoz,90,0,1
Las Palmas,Sandro Ramírez,90,0,1
Las Palmas,Enzo Loiodice,90,0,1
Las Palmas,Álvaro Lemos,90,0,1
Las Palmas,Daley Sinkgraven,63,0,1
Las Palmas,Marc Cardona,63,0,1
Las Palmas,Kirian Rodríguez,84,0,1
Las Palmas,Jonathan Viera,90,0,1
Las Palmas,Saúl Coco,90,0,1
Las Palmas,Sergi Cardona,27,63,1
Las Palmas,Munir El Haddadi,27,63,1
Las Palmas,Omenuke Mfulu,6,84,1
Mallorca,Predrag Rajković,90,0,1
Mallorca,Omar Mascarell,59,0,1
Mallorca,Copete,45,0,1
Mallorca,Vedat Muriqi,90,0,1
Mallorca,Manu Morlanes,84,0,1
Mallorca,Jaume Costa,90,0,1
Mallorca,Dani Rodríguez,90,0,1
Mallorca,Pablo Maffeo,90,0,1
Mallorca,Giovanni González,45,0,1
Mallorca,Amath,59,0,1
Mallorca,Martin Valjent,90,0,1
Mallorca,Sergi Darder,45,45,1
Mallorca,Samu Costa,31,59,1
Mallorca,Cyle Larin,31,59,1
Mallorca,Antonio Raillo,45,45,1
Mallorca,Javier Llabrés,6,84,1
Athletic Club,Unai Simón,90,0,1
Athletic Club,Daniel Vivian,90,0,1
Athletic Club,Aitor Paredes,90,0,1
Athletic Club,Mikel Vesga,63,0,1
Athletic Club,Iñaki Williams,90,0,1
Athletic Club,Iker Muniain,45,0,1
Athletic Club,Nico Williams,45,0,1
Athletic Club,Iñigo Lekue,70,0,1
Athletic Club,Iñigo Ruiz de Galarreta,90,0,1
Athletic Club,Óscar de Marcos,90,0,1
Athletic Club,Unai Gómez,45,0,1
Athletic Club,Álex Berenguer,45,45,1
Athletic Club,Oihan Sancet,45,45,1
Athletic Club,Gorka Guruzeta,45,45,1
Athletic Club,Imanol,20,70,1
Athletic Club,Ander Herrera,27,63,1
Real Madrid,Andriy Lunin,90,0,1
Real Madrid,Dani Carvajal,90,0,1
Real Madrid,Éder Militão,49,0,1
Real Madrid,David Alaba,90,0,1
Real Madrid,Jude Bellingham,90,0,1
Real Madrid,Vinicius Júnior,79,0,1
Real Madrid,Rodrygo,79,0,1
Real Madrid,Eduardo Camavinga,70,0,1
Real Madrid,Federico Valverde,90,0,1
Real Madrid,Aurélien Tchouaméni,90,0,1
Real Madrid,Fran Garcia,90,0,1
Real Madrid,Toni Kroos,20,70,1
Real Madrid,Luka Modrić,11,79,1
Real Madrid,Joselu,11,79,1
Real Madrid,Antonio Rüdiger,41,49,1
Celta Vigo,Iván Villar,90,0,1
Celta Vigo,Óscar Mingueza,90,0,1
Celta Vigo,Unai Núñez,90,0,1
Celta Vigo,Carles Pérez,62,0,1
Celta Vigo,Fran Beltrán,90,0,1
Celta Vigo,Iago Aspas,81,0,1
Celta Vigo,Franco Cervi,80,0,1
Celta Vigo,Joseph Aidoo,90,0,1
Celta Vigo,Jonathan Bamba,90,0,1
Celta Vigo,Jørgen Strand Larsen,72,0,1
Celta Vigo,Hugo Sotelo,80,0,1
Celta Vigo,Luca de la Torre,10,80,1
Celta Vigo,Williot Swedberg,9,81,1
Celta Vigo,Manu Sánchez,10,80,1
Celta Vigo,Gabriel Veiga,18,72,1
Celta Vigo,Miguel Rodríguez,28,62,1
Osasuna,Sergio Herrera,90,0,1
Osasuna,David García,90,0,1
Osasuna,Lucas Torró,89,0,1
Osasuna,Jon Moncayola,89,0,1
Osasuna,Aimar Oroz,78,0,1
Osasuna,Rubén García,66,0,1
Osasuna,Rubén Peña,90,0,1
Osasuna,Moi Gómez,90,0,1
Osasuna,Ante Budimir,78,0,1
Osasuna,Johan Mojica,90,0,1
Osasuna,Catena,90,0,1
Osasuna,Ezequiel Ávila,12,78,1
Osasuna,Jesús Areso,12,78,1
Osasuna,Pablo Ibáñez,24,66,1
Osasuna,José Arnaiz,1,89,1
Osasuna,Iker Muñoz,1,89,1
Villarreal,Filip Jørgensen,90,0,1
Villarreal,Santi Comesaña,56,0,1
Villarreal,Jorge Cuenca,90,0,1
Villarreal,Gerard Moreno,83,0,1
Villarreal,Juan Foyth,90,0,1
Villarreal,Daniel Parejo,90,0,1
Villarreal,Alexander Sørloth,90,0,1
Villarreal,Alex Baena,90,0,1
Villarreal,Alberto Moreno,23,0,1
Villarreal,Ramón Terrats,82,0,1
Villarreal,Aïssa Mandi,90,0,1
Villarreal,Étienne Capoue,34,56,1
Villarreal,José Luis Morales,8,82,1
Villarreal,Denis Suárez,7,83,1
Villarreal,Alfonso Pedraza,67,23,1
Real Betis,Rui Silva,90,0,1
Real Betis,Guido Rodríguez,89,0,1
Real Betis,Germán Pezzella,90,0,1
Real Betis,Borja Iglesias,45,0,1
Real Betis,Ayoze Pérez,83,0,1
Real Betis,Luiz Henrique,70,0,1
Real Betis,Luiz Felipe,90,0,1
Real Betis,Abner,90,0,1
Real Betis,Marc Roca,90,0,1
Real Betis,Isco,70,0,1
Real Betis,Youssouf Sabaly,90,0,1
Real Betis,Paul Akouokou,1,89,1
Real Betis,Willian José,45,45,1
Real Betis,Rodri,20,70,1
Real Betis,Andrés Guardado,7,83,1
Real Betis,Aitor Ruibal,20,70,1
Getafe,David Soria,90,0,1
Getafe,Djené,90,0,1
Getafe,Gastón Álvarez,90,0,1
Getafe,Domingos Duarte,90,0,1
Getafe,Jaime Mata,56,0,1
Getafe,Carles Aleñá,64,0,1
Getafe,Juanmi Latasa,63,0,1
Getafe,Nemanja Maksimović,90,0,1
Getafe,Iglesias,90,0,1
Getafe,Damián Suárez,90,0,1
Getafe,Stefan Mitrović,45,0,1
Getafe,Portu,45,45,1
Getafe,Anthony Lozano,26,64,1
Getafe,Borja Mayoral,27,63,1
Barcelona,Marc-André ter Stegen,90,0,1
Barcelona,Ronald Araújo,90,0,1
Barcelona,Pedri,78,0,1
Barcelona,Robert Lewandowski,90,0,1
Barcelona,Raphinha,41,0,1
Barcelona,Andreas Christensen,45,0,1
Barcelona,Oriol Romeu,75,0,1
Barcelona,Frenkie de Jong,90,0,1
Barcelona,İlkay Gündoğan,78,0,1
Barcelona,Jules Koundé,90,0,1
Barcelona,Alejandro Balde,90,0,1
Barcelona,Gavi,12,78,1
Barcelona,Ansu Fati,12,78,1
Barcelona,Abdessamad Ezzalzouli,45,45,1
Barcelona,Lamine Yamal,15,75,1
Cádiz,Jeremías Ledesma,90,0,1
Cádiz,Fali,90,0,1
Cádiz,Rubén Alcaraz,90,0,1
Cádiz,Iván Alejo,64,0,1
Cádiz,Javi Hernández,64,0,1
Cádiz,Chris Ramos,90,0,1
Cádiz,Darwin Machís,86,0,1
Cádiz,Isaac Carcelen,90,0,1
Cádiz,Roger Martí,86,0,1
Cádiz,Luis Hernández,90,0,1
Cádiz,Fede San Emeterio,70,0,1
Cádiz,Rubén Sobrino,26,64,1
Cádiz,Álex Fernández,4,86,1
Cádiz,Gonzalo Escalante,17,73,1
Cádiz,Jorge Meré,4,86,1
Cádiz,Lucas,26,64,1
Alavés,Antonio Sivera,90,0,1
Alavés,Andoni Gorosabel,90,0,1
Alavés,Rubén Duarte,63,0,1
Alavés,Aleksandar Sedlar,63,0,1
Alavés,Abdel Abqar,90,0,1
Alavés,Ander Guevara,84,0,1
Alavés,Antonio Blanco,63,0,1
Alavés,Miguel,56,0,1
Alavés,Luis Rioja,90,0,1
Alavés,Rafa Marín,90,0,1
Alavés,Jon Guridi,90,0,1
Alavés,Mamadou Sylla,6,84,1
Alavés,Kiké,34,56,1
Alavés,Abderrahman Rebbach,27,63,1
Alavés,Carlos Benavídez,27,63,1
Alavés,Javi López,27,63,1
Atlético Madrid,Jan Oblak,90,0,1
Atlético Madrid,César Azpilicueta,90,0,1
Atlético Madrid,Rodrigo De Paul,77,0,1
Atlético Madrid,Koke,6,0,1
Atlético Madrid,Antoine Griezmann,76,0,1
Atlético Madrid,Thomas Lemar,58,0,1
Atlético Madrid,Marcos Llorente,90,0,1
Atlético Madrid,Stefan Savić,90,0,1
Atlético Madrid,Álvaro Morata,57,0,1
Atlético Madrid,Yannick Carrasco,90,0,1
Atlético Madrid,Mario Hermoso,90,0,1
Atlético Madrid,Çağlar Söyüncü,32,58,1
Atlético Madrid,Saúl Ñíguez,14,76,1
Atlético Madrid,Memphis,33,57,1
Atlético Madrid,Ángel Correa,13,77,1
Atlético Madrid,Pablo Barrios,84,6,1
Granada,André Ferreira,90,0,1
Granada,Miguel Ángel Rubio,90,0,1
Granada,Jesús Vallejo,90,0,1
Granada,José Callejón,73,0,1
Granada,Myrto Uzuni,90,0,1
Granada,Ignasi Miquel,90,0,1
Granada,Carlos Neva,81,0,1
Granada,Sergio Ruiz,90,0,1
Granada,Óscar Melendo,57,0,1
Granada,Gerard Gumbau,73,0,1
Granada,Samuel Omorodion,80,0,1
Granada,Antonio Puertas,17,73,1
Granada,Ricard Sánchez,17,73,1
Granada,Njegoš Petrović,9,81,1
Granada,Gonzalo Villar,33,57,1
Granada,Bryan Zaragoza,10,80,1
Mallorca,Predrag Rajković,90,0,2
Mallorca,Omar Mascarell,71,0,2
Mallorca,Copete,90,0,2
Mallorca,Vedat Muriqi,90,0,2
Mallorca,Manu Morlanes,45,0,2
Mallorca,Jaume Costa,90,0,2
Mallorca,Dani Rodríguez,62,0,2
Mallorca,Pablo Maffeo,90,0,2
Mallorca,Antonio Raillo,44,0,2
Mallorca,Amath,45,0,2
Mallorca,Martin Valjent,90,0,2
Mallorca,Sergi Darder,45,45,2
Mallorca,Samu Costa,45,45,2
Mallorca,Cyle Larin,28,62,2
Mallorca,Giovanni González,46,44,2
Mallorca,Javier Llabrés,19,71,2
Villarreal,Filip Jørgensen,90,0,2
Villarreal,Matteo Gabbia,66,0,2
Villarreal,Jorge Cuenca,90,0,2
Villarreal,Gerard Moreno,75,0,2
Villarreal,Juan Foyth,90,0,2
Villarreal,Ben Brereton,76,0,2
Villarreal,Daniel Parejo,90,0,2
Villarreal,Alexander Sørloth,90,0,2
Villarreal,Alex Baena,77,0,2
Villarreal,Ramón Terrats,66,0,2
Villarreal,Alfonso Pedraza,90,0,2
Villarreal,Raúl Albiol,24,66,2
Villarreal,Santi Comesaña,13,77,2
Villarreal,Étienne Capoue,24,66,2
Villarreal,Denis Suárez,15,75,2
Villarreal,Ilias Akhomach,14,76,2
Valencia,Giorgi Mamardashvili,90,0,2
Valencia,Mouctar Diakhaby,69,0,2
Valencia,Gabriel Paulista,90,0,2
Valencia,Hugo Duro,81,0,2
Valencia,Domingos André Ribeiro Almeida,55,0,2
Valencia,Thierry Correia,90,0,2
Valencia,José Luis Gayà,90,0,2
Valencia,Cenk Özkacar,90,0,2
Valencia,Diego López,69,0,2
Valencia,José Luis García Vayá,90,0,2
Valencia,Francisco Perez,81,0,2
Valencia,Javier Guerra,35,55,2
Valencia,Dimitri Foulquier,9,81,2
Valencia,Jesus Vazquez,21,69,2
Valencia,Pablo Gozalbez,21,69,2
Valencia,Hugo González,9,81,2
Las Palmas,Álvaro Vallés,90,0,2
Las Palmas,Álex Suárez,90,0,2
Las Palmas,Javier Muñoz,90,0,2
Las Palmas,Sandro Ramírez,90,0,2
Las Palmas,Enzo Loiodice,90,0,2
Las Palmas,Álvaro Lemos,45,0,2
Las Palmas,Mika Màrmol,81,0,2
Las Palmas,Munir El Haddadi,63,0,2
Las Palmas,Daley Sinkgraven,22,0,2
Las Palmas,Kirian Rodríguez,81,0,2
Las Palmas,Jonathan Viera,90,0,2
Las Palmas,Sergi Cardona,68,22,2
Las Palmas,Benito Ramírez,9,81,2
Las Palmas,Marc Cardona,9,81,2
Las Palmas,Francisco Jesús Crespo García,27,63,2
Las Palmas,Julian Araujo,45,45,2
Real Sociedad,Álex Remiro,90,0,2
Real Sociedad,Aihen Muñoz,90,0,2
Real Sociedad,Martín Zubimendi,90,0,2
Real Sociedad,Igor Zubeldia,90,0,2
Real Sociedad,Ander Barrenetxea,63,0,2
Real Sociedad,Carlos Fernández,63,0,2
Real Sociedad,Takefusa Kubo,77,0,2
Real Sociedad,Hamari Traoré,77,0,2
Real Sociedad,Beñat Turrientes,77,0,2
Real Sociedad,Brais Méndez,90,0,2
Real Sociedad,Robin Le Normand,90,0,2
Real Sociedad,Alex Sola,13,77,2
Real Sociedad,Mikel Oyarzabal,27,63,2
Real Sociedad,Mohamed Ali Cho,13,77,2
Real Sociedad,Umar Sadiq,27,63,2
Real Sociedad,Jon Pacheco,13,77,2
Celta Vigo,Iván Villar,90,0,2
Celta Vigo,Carl Starfelt,90,0,2
Celta Vigo,Óscar Mingueza,90,0,2
Celta Vigo,Unai Núñez,90,0,2
Celta Vigo,Fran Beltrán,90,0,2
Celta Vigo,Iago Aspas,89,0,2
Celta Vigo,Luca de la Torre,83,0,2
Celta Vigo,Jonathan Bamba,90,0,2
Celta Vigo,Jørgen Strand Larsen,83,0,2
Celta Vigo,Manu Sánchez,83,0,2
Celta Vigo,Hugo Sotelo,45,0,2
Celta Vigo,Carlos Dotor,7,83,2
Celta Vigo,Franco Cervi,7,83,2
Celta Vigo,Joseph Aidoo,45,45,2
Celta Vigo,Williot Swedberg,1,89,2
Celta Vigo,Miguel Rodríguez,7,83,2
Almería,Luís Maximiano,90,0,2
Almería,Édgar González,90,0,2
Almería,Iddrisu Baba,89,0,2
Almería,Lucas Robertone,69,0,2
Almería,Largie Ramazani,60,0,2
Almería,Luis Javier Suárez,90,0,2
Almería,Adri Embarba,90,0,2
Almería,Sergio Akieme,90,0,2
Almería,Pubill,68,0,2
Almería,Sergio Arribas,89,0,2
Almería,Juan Brandáriz,90,0,2
Almería,Arnau Puigmal,1,89,2
Almería,Gonzalo Melero,21,69,2
Almería,Lázaro,1,89,2
Almería,Alejandro Pozo Pozo,22,68,2
Almería,Ibrahima Koné,30,60,2
Real Madrid,Andriy Lunin,90,0,2
Real Madrid,Dani Carvajal,90,0,2
Real Madrid,David Alaba,90,0,2
Real Madrid,Jude Bellingham,80,0,2
Real Madrid,Vinicius Júnior,89,0,2
Real Madrid,Toni Kroos,71,0,2
Real Madrid,Rodrygo,71,0,2
Real Madrid,Federico Valverde,89,0,2
Real Madrid,Aurélien Tchouaméni,90,0,2
Real Madrid,Fran Garcia,90,0,2
Real Madrid,Antonio Rüdiger,90,0,2
Real Madrid,Luka Modrić,19,71,2
Real Madrid,Eduardo Camavinga,19,71,2
Real Madrid,Joselu,10,80,2
Real Madrid,Lucas Vázquez,1,89,2
Real Madrid,Brahim Díaz,1,89,2
Osasuna,Aitor Fernández,90,0,2
Osasuna,David García,90,0,2
Osasuna,Lucas Torró,59,0,2
Osasuna,Jon Moncayola,90,0,2
Osasuna,Aimar Oroz,73,0,2
Osasuna,Rubén García,60,0,2
Osasuna,Rubén Peña,90,0,2
Osasuna,Moi Gómez,83,0,2
Osasuna,Ante Budimir,90,0,2
Osasuna,Johan Mojica,90,0,2
Osasuna,Catena,90,0,2
Osasuna,Ezequiel Ávila,29,61,2
Osasuna,Pablo Ibáñez,7,83,2
Osasuna,José Arnaiz,31,59,2
Osasuna,Raúl,17,73,2
Athletic Club,Unai Simón,90,0,2
Athletic Club,Daniel Vivian,90,0,2
Athletic Club,Aitor Paredes,90,0,2
Athletic Club,Mikel Vesga,90,0,2
Athletic Club,Oihan Sancet,58,0,2
Athletic Club,Iñaki Williams,83,0,2
Athletic Club,Nico Williams,64,0,2
Athletic Club,Gorka Guruzeta,64,0,2
Athletic Club,Iñigo Ruiz de Galarreta,90,0,2
Athletic Club,Óscar de Marcos,33,0,2
Athletic Club,Imanol,83,0,2
Athletic Club,Álex Berenguer,26,64,2
Athletic Club,Iñigo Lekue,57,33,2
Athletic Club,Ander Herrera,26,64,2
Athletic Club,Raúl García,7,83,2
Athletic Club,Beñat Prados,7,83,2
Girona,Paulo Gazzaniga,90,0,2
Girona,Miguel Gutiérrez,90,0,2
Girona,Arnau Martinez,89,0,2
Girona,David López,90,0,2
Girona,Cristhian Stuani,70,0,2
Girona,Viktor Tsyhankov,90,0,2
Girona,Aleix García,90,0,2
Girona,Sávio,71,0,2
Girona,Daley Blind,90,0,2
Girona,Yangel Herrera,89,0,2
Girona,Iván Martín,83,0,2
Girona,Bernardo Espinosa,1,89,2
Girona,Artem Dovbyk,20,70,2
Girona,Valery Fernández,19,71,2
Girona,Pablo Torre,7,83,2
Girona,Silvi Clúa,1,89,2
Getafe,David Soria,90,0,2
Getafe,Djené,90,0,2
Getafe,Gastón Álvarez,90,0,2
Getafe,Domingos Duarte,90,0,2
Getafe,Carles Aleñá,65,0,2
Getafe,Juanmi Latasa,90,0,2
Getafe,Borja Mayoral,58,0,2
Getafe,Nemanja Maksimović,90,0,2
Getafe,Iglesias,90,0,2
Getafe,Damián Suárez,87,0,2
Getafe,Stefan Mitrović,58,0,2
Getafe,Portu,32,58,2
Getafe,Anthony Lozano,32,58,2
Getafe,Gorka Rivera Alonso,3,87,2
Getafe,Santiago García,25,65,2
Barcelona,Marc-André ter Stegen,90,0,2
Barcelona,Gavi,67,0,2
Barcelona,Pedri,90,0,2
Barcelona,Robert Lewandowski,90,0,2
Barcelona,Andreas Christensen,78,0,2
Barcelona,Oriol Romeu,78,0,2
Barcelona,Frenkie de Jong,90,0,2
Barcelona,İlkay Gündoğan,90,0,2
Barcelona,Jules Koundé,90,0,2
Barcelona,Lamine Yamal,84,0,2
Barcelona,Alejandro Balde,67,0,2
Barcelona,Ferrán Torres,6,84,2
Barcelona,Ansu Fati,23,67,2
Barcelona,Abdessamad Ezzalzouli,23,67,2
Barcelona,Sergi Roberto,12,78,2
Barcelona,Eric García,12,78,2
Cádiz,Jeremías Ledesma,90,0,2
Cádiz,Fali,90,0,2
Cádiz,Rubén Alcaraz,90,0,2
Cádiz,Álex Fernández,85,0,2
Cádiz,Iván Alejo,67,0,2
Cádiz,Javi Hernández,90,0,2
Cádiz,Chris Ramos,85,0,2
Cádiz,Isaac Carcelen,90,0,2
Cádiz,Roger Martí,85,0,2
Cádiz,Luis Hernández,90,0,2
Cádiz,Fede San Emeterio,67,0,2
Cádiz,José Mari,5,85,2
Cádiz,Rubén Sobrino,23,67,2
Cádiz,Álvaro Negredo,5,85,2
Cádiz,Milutin Osmajić,5,85,2
Cádiz,Darwin Machís,23,67,2
Real Betis,Rui Silva,90,0,2
Real Betis,Guido Rodríguez,90,0,2
Real Betis,Germán Pezzella,90,0,2
Real Betis,Borja Iglesias,61,0,2
Real Betis,Ayoze Pérez,83,0,2
Real Betis,Luiz Felipe,90,0,2
Real Betis,Abner,90,0,2
Real Betis,Marc Roca,90,0,2
Real Betis,Isco,71,0,2
Real Betis,Youssouf Sabaly,90,0,2
Real Betis,Aitor Ruibal,71,0,2
Real Betis,Willian José,29,61,2
Real Betis,Juan Cruz,19,71,2
Real Betis,Rodri,19,71,2
Real Betis,Andrés Guardado,7,83,2
Atlético Madrid,Jan Oblak,90,0,2
Atlético Madrid,César Azpilicueta,90,0,2
Atlético Madrid,Rodrigo De Paul,79,0,2
Atlético Madrid,Antoine Griezmann,90,0,2
Atlético Madrid,Memphis,63,0,2
Atlético Madrid,Thomas Lemar,63,0,2
Atlético Madrid,Marcos Llorente,45,0,2
Atlético Madrid,Stefan Savić,90,0,2
Atlético Madrid,Axel Witsel,90,0,2
Atlético Madrid,Yannick Carrasco,64,0,2
Atlético Madrid,Mario Hermoso,90,0,2
Atlético Madrid,Saúl Ñíguez,27,63,2
Atlético Madrid,Samuel Lino,26,64,2
Atlético Madrid,Álvaro Morata,27,63,2
Atlético Madrid,Pablo Barrios,45,45,2
Atlético Madrid,Rodrigo Riquelme,11,79,2
Alavés,Antonio Sivera,90,0,2
Alavés,Andoni Gorosabel,90,0,2
Alavés,Rubén Duarte,86,0,2
Alavés,Aleksandar Sedlar,90,0,2
Alavés,Abdel Abqar,90,0,2
Alavés,Ander Guevara,90,0,2
Alavés,Luis Rioja,86,0,2
Alavés,Kiké,78,0,2
Alavés,Xeber,66,0,2
Alavés,Jon Guridi,90,0,2
Alavés,Carlos Benavídez,78,0,2
Alavés,Mamadou Sylla,12,78,2
Alavés,Antonio Blanco,12,78,2
Alavés,Miguel,4,86,2
Alavés,Rafa Marín,4,86,2
Alavés,Javi López,24,66,2
Sevilla,Marko Dmitrović,90,0,2
Sevilla,Lucas Ocampos,59,0,2
Sevilla,Nemanja Gudelj,90,0,2
Sevilla,Suso,74,0,2
Sevilla,Joan Jordán,74,0,2
Sevilla,Ivan Rakitić,45,0,2
Sevilla,Youssef En-Nesyri,90,0,2
Sevilla,Jesús Navas,90,0,2
Sevilla,Érik Lamela,90,0,2
Sevilla,Marcos Acuña,45,0,2
Sevilla,Kike Salas,90,0,2
Sevilla,Adrià Pedrosa,45,45,2
Sevilla,Rafa Mir,16,74,2
Sevilla,Jesús Corona,16,74,2
Sevilla,Fernando,45,45,2
Sevilla,Óliver Torres,31,59,2
Granada,André Ferreira,90,0,2
Granada,Miguel Ángel Rubio,90,0,2
Granada,José Callejón,61,0,2
Granada,Myrto Uzuni,90,0,2
Granada,Ricard Sánchez,89,0,2
Granada,Ignasi Miquel,90,0,2
Granada,Carlos Neva,90,0,2
Granada,Sergio Ruiz,89,0,2
Granada,Óscar Melendo,79,0,2
Granada,Gerard Gumbau,79,0,2
Granada,Bryan Zaragoza,90,0,2
Granada,Antonio Puertas,24,66,2
Granada,Njegoš Petrović,1,89,2
Granada,Famara Diedhiou,11,79,2
Granada,Alberto Perea,1,89,2
Granada,Gonzalo Villar,11,79,2
Rayo Vallecano,Stole Dimitrievski,90,0,2
Rayo Vallecano,Aridane Hernández,90,0,2
Rayo Vallecano,Isaac Palazón Camacho,90,0,2
Rayo Vallecano,Óscar Trejo,65,0,2
Rayo Vallecano,Randy Ntekja,65,0,2
Rayo Vallecano,Alfonso Espino,90,0,2
Rayo Vallecano,Unai López,75,0,2
Rayo Vallecano,Álvaro García,87,0,2
Rayo Vallecano,Iván Balliu,90,0,2
Rayo Vallecano,Óscar Valentín,90,0,2
Rayo Vallecano,Florian Lejeune,87,0,2
Rayo Vallecano,Bebé,3,87,2
Rayo Vallecano,Abdul Mumin,3,87,2
Rayo Vallecano,Jorge de Frutos,25,65,2
Rayo Vallecano,Pathé Ciss,15,75,2
Rayo Vallecano,Raúl de Tomás,25,65,2
Las Palmas,Álvaro Vallés,90,0,3
Las Palmas,Sergi Cardona,64,0,3
Las Palmas,Álex Suárez,90,0,3
Las Palmas,Sandro Ramírez,78,0,3
Las Palmas,Enzo Loiodice,90,0,3
Las Palmas,Mika Màrmol,90,0,3
Las Palmas,Sory Kaba,67,0,3
Las Palmas,Munir El Haddadi,90,0,3
Las Palmas,Kirian Rodríguez,78,0,3
Las Palmas,Jonathan Viera,78,0,3
Las Palmas,Julian Araujo,90,0,3
Las Palmas,Javier Muñoz,23,67,3
Las Palmas,Benito Ramírez,12,78,3
Las Palmas,Omenuke Mfulu,12,78,3
Las Palmas,Saúl Coco,26,64,3
Las Palmas,Francisco Jesús Crespo García,12,78,3
Real Sociedad,Álex Remiro,90,0,3
Real Sociedad,Aihen Muñoz,90,0,3
Real Sociedad,Martín Zubimendi,90,0,3
Real Sociedad,Igor Zubeldia,90,0,3
Real Sociedad,Ander Barrenetxea,45,0,3
Real Sociedad,Mikel Merino,90,0,3
Real Sociedad,Carlos Fernández,45,0,3
Real Sociedad,Takefusa Kubo,74,0,3
Real Sociedad,Hamari Traoré,90,0,3
Real Sociedad,Brais Méndez,74,0,3
Real Sociedad,Robin Le Normand,90,0,3
Real Sociedad,Mikel Oyarzabal,45,45,3
Real Sociedad,Mohamed Ali Cho,16,74,3
Real Sociedad,Arsen Zakharyan,16,74,3
Real Sociedad,Umar Sadiq,45,45,3
Celta Vigo,Iván Villar,90,0,3
