Team,Player_Name,Min,Starting_Minute,jornada
Real Betis,Willian José,45,0,6
Real Betis,Marc Bartra,90,0,6
Real Betis,Rodri,60,0,6
Real Betis,Marc Roca,60,0,6
Real Betis,Isco,90,0,6
Real Betis,Abdessamad Ezzalzouli,45,45,6
Real Betis,Luiz Henrique,30,60,6
Real Betis,Andrés Guardado,30,60,6
Real Betis,Abner,30,60,6
Real Betis,Aitor Ruibal,4,86,6
Cádiz,Jeremías Ledesma,90,0,6
Cádiz,Fali,90,0,6
Cádiz,Rubén Alcaraz,90,0,6
Cádiz,Iván Alejo,71,0,6
Cádiz,Javi Hernández,90,0,6
Cádiz,Chris Ramos,90,0,6
Cádiz,Gonzalo Escalante,87,0,6
Cádiz,Isaac Carcelen,90,0,6
Cádiz,Jorge Meré,87,0,6
Cádiz,Maxi Gómez,67,0,6
Cádiz,Roberto Navarro,67,0,6
Cádiz,Rubén Sobrino,23,67,6
Cádiz,Rominigue Kouamé,3,87,6
Cádiz,Darwin Machís,19,71,6
Cádiz,Roger Martí,23,67,6
Cádiz,Luis Hernández,3,87,6
Atlético Madrid,Jan Oblak,90,0,5
Atlético Madrid,José María Giménez,85,0,5
Atlético Madrid,Koke,45,0,5
Atlético Madrid,Antoine Griezmann,90,0,5
Atlético Madrid,Saúl Ñíguez,90,0,5
Atlético Madrid,Samuel Lino,86,0,5
Atlético Madrid,Marcos Llorente,90,0,5
Atlético Madrid,Stefan Savić,90,0,5
Atlético Madrid,Nahuel Molina,64,0,5
Atlético Madrid,Álvaro Morata,81,0,5
Atlético Madrid,Mario Hermoso,90,0,5
Atlético Madrid,César Azpilicueta,26,64,5
Atlético Madrid,Memphis,9,81,5
Atlético Madrid,Ángel Correa,5,85,5
Atlético Madrid,Javi Galán,4,86,5
Atlético Madrid,Axel Witsel,45,45,5
Real Madrid,Kepa Arrizabalaga,90,0,6
Real Madrid,David Alaba,90,0,6
Real Madrid,Jude Bellingham,90,0,6
Real Madrid,Toni Kroos,69,0,6
Real Madrid,Luka Modrić,45,0,6
Real Madrid,Rodrygo,90,0,6
Real Madrid,Eduardo Camavinga,56,0,6
Real Madrid,Federico Valverde,90,0,6
Real Madrid,Lucas Vázquez,56,0,6
Real Madrid,Fran Garcia,56,0,6
Real Madrid,Antonio Rüdiger,90,0,6
Real Madrid,Nacho,34,56,6
Real Madrid,Joselu,45,45,6
Real Madrid,Aurélien Tchouaméni,34,56,6
Real Madrid,Brahim Díaz,21,69,6
Real Madrid,Ferland Mendy,34,56,6
Sevilla,Ørjan Nyland,90,0,6
Sevilla,Adrià Pedrosa,83,0,6
Sevilla,Nemanja Gudelj,90,0,6
Sevilla,Suso,90,0,6
Sevilla,Dodi Lukebakio,64,0,6
Sevilla,Youssef En-Nesyri,83,0,6
Sevilla,Jesús Navas,75,0,6
Sevilla,Érik Lamela,90,0,6
Sevilla,Djibril Sow,64,0,6
Sevilla,Fernando,90,0,6
Sevilla,Loïc Bade,90,0,6
Sevilla,Rafa Mir,7,83,6
Sevilla,Boubakary Soumaré,26,64,6
Sevilla,Adnan Januzaj,26,64,6
Sevilla,Juanlu Sánchez,15,75,6
Sevilla,Kike Salas,7,83,6
Almería,Luís Maximiano,90,0,7
Almería,Édgar González,90,0,7
Almería,Iddrisu Baba,90,0,7
Almería,Dion Lopy,63,0,7
Almería,Luis Javier Suárez,90,0,7
Almería,Gonzalo Melero,90,0,7
Almería,Alejandro Pozo Pozo,80,0,7
Almería,Sergio Arribas,71,0,7
Almería,Álex Centelles,90,0,7
Almería,César Montes,63,0,7
Almería,Ibrahima Koné,62,0,7
Almería,Kaiky,27,63,7
Almería,Largie Ramazani,27,63,7
Almería,Arnau Puigmal,28,62,7
Almería,Léo Baptistão,19,71,7
Almería,Houboulang Mendes,10,80,7
Mallorca,Predrag Rajković,90,0,7
Mallorca,Matija Nastasić,90,0,7
Mallorca,Copete,90,0,7
Mallorca,Vedat Muriqi,90,0,7
Mallorca,Abdón Prats,61,0,7
Mallorca,Samu Costa,90,0,7
Mallorca,Dani Rodríguez,84,0,7
Mallorca,Pablo Maffeo,34,0,7
Mallorca,Antonio Sánchez,61,0,7
Mallorca,Giovanni González,84,0,7
Mallorca,Martin Valjent,90,0,7
Mallorca,Siebe Van Der Heyden,6,84,7
Mallorca,Manu Morlanes,6,84,7
Mallorca,Sergi Darder,29,61,7
Mallorca,Jaume Costa,56,34,7
Mallorca,Cyle Larin,29,61,7
Barcelona,Marc-André ter Stegen,90,0,7
Barcelona,João Cancelo,90,0,7
Barcelona,Alejandro Balde,90,0,7
Barcelona,Ronald Araújo,90,0,7
Barcelona,Iñigo Martínez,77,0,7
Barcelona,Gavi,90,0,7
Barcelona,Ferrán Torres,57,0,7
Barcelona,Raphinha,90,0,7
Barcelona,João Félix,63,0,7
Barcelona,Oriol Romeu,63,0,7
Barcelona,İlkay Gündoğan,90,0,7
Barcelona,Robert Lewandowski,33,57,7
Barcelona,Jules Koundé,13,77,7
Barcelona,Lamine Yamal,27,63,7
Barcelona,Fermin López,27,63,7
Athletic Club,Unai Simón,90,0,7
Athletic Club,Daniel Vivian,90,0,7
Athletic Club,Aitor Paredes,45,0,7
Athletic Club,Mikel Vesga,64,0,7
Athletic Club,Álex Berenguer,84,0,7
Athletic Club,Oihan Sancet,44,0,7
Athletic Club,Iñaki Williams,90,0,7
Athletic Club,Gorka Guruzeta,64,0,7
Athletic Club,Yuri Berchiche,90,0,7
Athletic Club,Óscar de Marcos,90,0,7
Athletic Club,Ander Herrera,81,0,7
Athletic Club,Yeray Álvarez,45,45,7
Athletic Club,Iker Muniain,6,84,7
Athletic Club,Dani García,26,64,7
Athletic Club,Raúl García,26,64,7
Athletic Club,Beñat Prados,9,81,7
Getafe,David Soria,90,0,7
Getafe,Fabrizio Angileri,64,0,7
Getafe,Gastón Álvarez,90,0,7
Getafe,Domingos Duarte,90,0,7
Getafe,Mauro Arambarri,76,0,7
Getafe,Carles Aleñá,64,0,7
Getafe,Mason Greenwood,90,0,7
Getafe,Diego Rico,90,0,7
Getafe,Borja Mayoral,90,0,7
Getafe,Nemanja Maksimović,84,0,7
Getafe,Iglesias,76,0,7
Getafe,Djené,14,76,7
Getafe,Jaime Mata,6,84,7
Getafe,Óscar Rodríguez Arnaiz,26,64,7
Getafe,Juanmi Latasa,26,64,7
Getafe,Carmona,14,76,7
Real Madrid,Kepa Arrizabalaga,90,0,7
Real Madrid,David Alaba,40,0,7
Real Madrid,Nacho,90,0,7
Real Madrid,Rodrygo,90,0,7
Real Madrid,Eduardo Camavinga,76,0,7
Real Madrid,Joselu,56,0,7
Real Madrid,Federico Valverde,90,0,7
Real Madrid,Aurélien Tchouaméni,90,0,7
Real Madrid,Brahim Díaz,56,0,7
Real Madrid,Antonio Rüdiger,90,0,7
Real Madrid,Ferland Mendy,76,0,7
Real Madrid,Vinicius Júnior,34,56,7
Real Madrid,Toni Kroos,14,76,7
Real Madrid,Lucas Vázquez,50,40,7
Real Madrid,Dani Ceballos,34,56,7
Real Madrid,Fran Garcia,14,76,7
Las Palmas,Álvaro Vallés,90,0,7
Las Palmas,Javier Muñoz,76,0,7
Las Palmas,Eric Curbelo,90,0,7
Las Palmas,Cristian Herrera,90,0,7
Las Palmas,Sory Kaba,56,0,7
Las Palmas,Munir El Haddadi,90,0,7
Las Palmas,Daley Sinkgraven,45,0,7
Las Palmas,Jonathan Viera,76,0,7
Las Palmas,Omenuke Mfulu,45,0,7
Las Palmas,Saúl Coco,90,0,7
Las Palmas,Julian Araujo,90,0,7
Las Palmas,Marvin,34,56,7
Las Palmas,Sergi Cardona,45,45,7
Las Palmas,Máximo Perrone,14,76,7
Las Palmas,Enzo Loiodice,14,76,7
Las Palmas,Kirian Rodríguez,45,45,7
Villarreal,Filip Jørgensen,90,0,7
Villarreal,Raúl Albiol,77,0,7
Villarreal,Étienne Capoue,58,0,7
Villarreal,Juan Foyth,90,0,7
Villarreal,Daniel Parejo,87,0,7
Villarreal,Alexander Sørloth,90,0,7
Villarreal,José Luis Morales,77,0,7
Villarreal,Alex Baena,90,0,7
Villarreal,Yeremi Pino,58,0,7
Villarreal,Aïssa Mandi,90,0,7
Villarreal,Alfonso Pedraza,90,0,7
Villarreal,Matteo Gabbia,13,77,7
Villarreal,Ben Brereton,13,77,7
Villarreal,Manu Trigueros,3,87,7
Villarreal,Ramón Terrats,32,58,7
Villarreal,Ilias Akhomach,32,58,7
Girona,Paulo Gazzaniga,90,0,7
Girona,Miguel Gutiérrez,90,0,7
Girona,Arnau Martinez,51,0,7
Girona,David López,90,0,7
Girona,Viktor Tsyhankov,87,0,7
Girona,Artem Dovbyk,68,0,7
Girona,Aleix García,90,0,7
Girona,Sávio,90,0,7
Girona,Yangel Herrera,90,0,7
Girona,Iván Martín,52,0,7
Girona,Eric García,87,0,7
Girona,Cristhian Stuani,22,68,7
Girona,Daley Blind,3,87,7
Girona,Yan Couto,39,51,7
Girona,Jhon Solis,3,87,7
Girona,Portu,38,52,7
Cádiz,Jeremías Ledesma,90,0,7
Cádiz,Fali,90,0,7
Cádiz,Rubén Alcaraz,90,0,7
Cádiz,Iván Alejo,63,0,7
Cádiz,Javi Hernández,90,0,7
Cádiz,Gonzalo Escalante,82,0,7
Cádiz,Darwin Machís,63,0,7
Cádiz,Isaac Carcelen,90,0,7
Cádiz,Roger Martí,63,0,7
Cádiz,Luis Hernández,90,0,7
Cádiz,Maxi Gómez,76,0,7
Cádiz,José Mari,8,82,7
Cádiz,Rubén Sobrino,27,63,7
Cádiz,Chris Ramos,27,63,7
Cádiz,Sergi Guardiola,14,76,7
Cádiz,Roberto Navarro,27,63,7
Rayo Vallecano,Stole Dimitrievski,90,0,7
Rayo Vallecano,Óscar Trejo,74,0,7
Rayo Vallecano,Alfonso Espino,90,0,7
Rayo Vallecano,Abdul Mumin,87,0,7
Rayo Vallecano,Álvaro García,84,0,7
Rayo Vallecano,Jorge de Frutos,65,0,7
Rayo Vallecano,Iván Balliu,90,0,7
Rayo Vallecano,Pathé Ciss,90,0,7
Rayo Vallecano,Óscar Valentín,90,0,7
Rayo Vallecano,Florian Lejeune,90,0,7
Rayo Vallecano,Sergio Camello,74,0,7
Rayo Vallecano,Isaac Palazón Camacho,25,65,7
Rayo Vallecano,Bebé,6,84,7
Rayo Vallecano,Kike Pérez,16,74,7
Rayo Vallecano,Raúl de Tomás,16,74,7
Valencia,Giorgi Mamardashvili,90,0,7
Valencia,Mouctar Diakhaby,90,0,7
Valencia,Javier Guerra,90,0,7
Valencia,Hugo Duro,90,0,7
Valencia,Thierry Correia,45,0,7
Valencia,José Luis Gayà,54,0,7
Valencia,Cenk Özkacar,90,0,7
Valencia,Diego López,73,0,7
Valencia,José Luis García Vayá,90,0,7
Valencia,Selim Amallah,44,0,7
Valencia,Francisco Perez,54,0,7
Valencia,Cristhian Mosquera,45,45,7
Valencia,Gabriel Paulista,36,54,7
Valencia,Domingos André Ribeiro Almeida,36,54,7
Valencia,Roman Yaremchuk,17,73,7
Real Sociedad,Álex Remiro,90,0,7
Real Sociedad,Aritz Elustondo,90,0,7
Real Sociedad,Mikel Merino,90,0,7
Real Sociedad,Carlos Fernández,90,0,7
Real Sociedad,Mikel Oyarzabal,90,0,7
Real Sociedad,Mohamed Ali Cho,90,0,7
Real Sociedad,Kieran Tierney,71,0,7
Real Sociedad,Hamari Traoré,45,0,7
Real Sociedad,Jon Pacheco,60,0,7
Real Sociedad,Beñat Turrientes,60,0,7
Real Sociedad,Urko González,45,0,7
Real Sociedad,Álvaro Odriozola,45,45,7
Real Sociedad,Aihen Muñoz,19,71,7
Real Sociedad,Martín Zubimendi,45,45,7
Real Sociedad,Igor Zubeldia,30,60,7
Real Sociedad,Brais Méndez,30,60,7
Celta Vigo,Iván Villar,90,0,7
Celta Vigo,Carl Starfelt,90,0,7
Celta Vigo,Óscar Mingueza,90,0,7
Celta Vigo,Unai Núñez,90,0,7
Celta Vigo,Fran Beltrán,62,0,7
Celta Vigo,Iago Aspas,62,0,7
Celta Vigo,Luca de la Torre,67,0,7
Celta Vigo,Joseph Aidoo,90,0,7
Celta Vigo,Jonathan Bamba,73,0,7
Celta Vigo,Jørgen Strand Larsen,55,0,7
Celta Vigo,Mihailo Ristić,90,0,7
Celta Vigo,Renato Tapia,28,62,7
Celta Vigo,Carlos Dotor,17,73,7
Celta Vigo,Carles Pérez,35,55,7
Celta Vigo,Anastasios Douvikas,28,62,7
Alavés,Antonio Sivera,90,0,7
Alavés,Andoni Gorosabel,90,0,7
Alavés,Aleksandar Sedlar,90,0,7
Alavés,Ander Guevara,90,0,7
Alavés,Alex Sola,68,0,7
Alavés,Ianis Hagi,68,0,7
Alavés,Rafa Marín,90,0,7
Alavés,Jon Guridi,62,0,7
Alavés,Abderrahman Rebbach,61,0,7
Alavés,Javi López,84,0,7
Alavés,Samuel Omorodion,90,0,7
Alavés,Rubén Duarte,6,84,7
Alavés,Antonio Blanco,28,62,7
Alavés,Luis Rioja,29,61,7
Alavés,Kiké,22,68,7
Alavés,Xeber,22,68,7
Granada,André Ferreira,90,0,7
Granada,Lucas Boyé,90,0,7
Granada,Antonio Puertas,72,0,7
Granada,Myrto Uzuni,37,0,7
Granada,Ricard Sánchez,90,0,7
Granada,Ignasi Miquel,90,0,7
Granada,Carlos Neva,90,0,7
Granada,Óscar Melendo,61,0,7
Granada,Gerard Gumbau,72,0,7
Granada,Gonzalo Villar,62,0,7
Granada,Raúl Torrente,90,0,7
Granada,José Callejón,29,61,7
Granada,Shon Weissman,18,72,7
Granada,Njegoš Petrović,18,72,7
Granada,Sergio Ruiz,28,62,7
Granada,Bryan Zaragoza,53,37,7
Real Betis,Claudio Bravo,90,0,7
Real Betis,Guido Rodríguez,90,0,7
Real Betis,Germán Pezzella,90,0,7
Real Betis,Abdessamad Ezzalzouli,57,0,7
Real Betis,Ayoze Pérez,72,0,7
Real Betis,Andrés Guardado,72,0,7
Real Betis,Abner,90,0,7
Real Betis,Isco,80,0,7
Real Betis,Aitor Ruibal,90,0,7
Real Betis,Chadi Riad,90,0,7
Real Betis,Assane Diao,80,0,7
Real Betis,Borja Iglesias,18,72,7
Real Betis,William Carvalho,18,72,7
Real Betis,Juan Cruz,10,80,7
Real Betis,Rodri,33,57,7
Real Betis,Marc Roca,10,80,7
Osasuna,Aitor Fernández,90,0,7
Osasuna,Juan Cruz Armada,90,0,7
Osasuna,David García,90,0,7
Osasuna,Lucas Torró,65,0,7
Osasuna,Ezequiel Ávila,84,0,7
Osasuna,Aimar Oroz,89,0,7
Osasuna,Jesús Areso,90,0,7
Osasuna,Ante Budimir,77,0,7
Osasuna,Pablo Ibáñez,65,0,7
Osasuna,Johan Mojica,77,0,7
Osasuna,Catena,90,0,7
Osasuna,Jon Moncayola,25,65,7
Osasuna,Kike Barja,13,77,7
Osasuna,Rubén García,1,89,7
Osasuna,Raúl,13,77,7
Osasuna,Iker Muñoz,25,65,7
Atlético Madrid,Jan Oblak,90,0,6
Atlético Madrid,José María Giménez,90,0,6
Atlético Madrid,Koke,90,0,6
Atlético Madrid,Antoine Griezmann,90,0,6
Atlético Madrid,Saúl Ñíguez,90,0,6
Atlético Madrid,Samuel Lino,90,0,6
Atlético Madrid,Marcos Llorente,66,0,6
Atlético Madrid,Nahuel Molina,60,0,6
Atlético Madrid,Álvaro Morata,84,0,6
Atlético Madrid,Axel Witsel,90,0,6
Atlético Madrid,Mario Hermoso,90,0,6
Atlético Madrid,César Azpilicueta,30,60,6
Atlético Madrid,Rodrigo Riquelme,24,66,6
Barcelona,Marc-André ter Stegen,90,0,8
Barcelona,João Cancelo,90,0,8
Barcelona,Alejandro Balde,90,0,8
Barcelona,Gavi,90,0,8
Barcelona,Robert Lewandowski,90,0,8
Barcelona,Raphinha,36,0,8
Barcelona,João Félix,70,0,8
Barcelona,Andreas Christensen,90,0,8
Barcelona,İlkay Gündoğan,90,0,8
Barcelona,Jules Koundé,90,0,8
Barcelona,Lamine Yamal,81,0,8
Barcelona,Ferrán Torres,20,70,8
Barcelona,Oriol Romeu,9,81,8
Barcelona,Fermin López,54,36,8
Sevilla,Ørjan Nyland,90,0,7
Sevilla,Adrià Pedrosa,81,0,7
Sevilla,Sergio Ramos,90,0,7
Sevilla,Lucas Ocampos,90,0,7
Sevilla,Joan Jordán,90,0,7
Sevilla,Ivan Rakitić,90,0,7
Sevilla,Dodi Lukebakio,74,0,7
Sevilla,Érik Lamela,74,0,7
Sevilla,Djibril Sow,65,0,7
Sevilla,Loïc Bade,90,0,7
Sevilla,Juanlu Sánchez,81,0,7
Sevilla,Suso,9,81,7
Sevilla,Mariano,16,74,7
Sevilla,Jesús Navas,9,81,7
Sevilla,Marcos Acuña,16,74,7
Sevilla,Fernando,25,65,7
Getafe,David Soria,90,0,8
Getafe,Djené,90,0,8
Getafe,Gastón Álvarez,90,0,8
Getafe,Jaime Mata,45,0,8
Getafe,Mauro Arambarri,90,0,8
Getafe,Óscar Rodríguez Arnaiz,45,0,8
Getafe,Diego Rico,81,0,8
Getafe,Borja Mayoral,81,0,8
Getafe,Nemanja Maksimović,90,0,8
Getafe,Damián Suárez,81,0,8
Getafe,Stefan Mitrović,90,0,8
Getafe,Fabrizio Angileri,9,81,8
Getafe,Carles Aleñá,9,81,8
Getafe,Mason Greenwood,45,45,8
Getafe,Juanmi Latasa,45,45,8
Getafe,Anthony Lozano,9,81,8
Villarreal,Filip Jørgensen,90,0,8
Villarreal,Matteo Gabbia,90,0,8
Villarreal,Raúl Albiol,90,0,8
Villarreal,Étienne Capoue,90,0,8
Villarreal,Juan Foyth,72,0,8
Villarreal,Daniel Parejo,90,0,8
Villarreal,Alexander Sørloth,60,0,8
Villarreal,José Luis Morales,45,0,8
Villarreal,Alex Baena,22,0,8
Villarreal,Yeremi Pino,82,0,8
Villarreal,Alfonso Pedraza,45,0,8
Villarreal,Ben Brereton,30,60,8
Villarreal,Kiko Femenía,45,45,8
Villarreal,Alberto Moreno,45,45,8
Villarreal,Ramón Terrats,18,72,8
Villarreal,Aïssa Mandi,8,82,8
Rayo Vallecano,Stole Dimitrievski,90,0,8
Rayo Vallecano,Aridane Hernández,70,0,8
Rayo Vallecano,Isaac Palazón Camacho,90,0,8
Rayo Vallecano,Alfonso Espino,79,0,8
Rayo Vallecano,Kike Pérez,59,0,8
Rayo Vallecano,Unai López,59,0,8
Rayo Vallecano,Álvaro García,90,0,8
Rayo Vallecano,Iván Balliu,90,0,8
Rayo Vallecano,Pathé Ciss,90,0,8
Rayo Vallecano,Florian Lejeune,90,0,8
Rayo Vallecano,Sergio Camello,59,0,8
Rayo Vallecano,Óscar Trejo,31,59,8
Rayo Vallecano,Radamel Falcao,11,79,8
Rayo Vallecano,Jorge de Frutos,20,70,8
Rayo Vallecano,Raúl de Tomás,31,59,8
Rayo Vallecano,Óscar Valentín,31,59,8
Mallorca,Predrag Rajković,90,0,8
Mallorca,Matija Nastasić,90,0,8
Mallorca,Vedat Muriqi,90,0,8
Mallorca,Abdón Prats,63,0,8
Mallorca,Sergi Darder,84,0,8
Mallorca,Jaume Costa,11,0,8
Mallorca,Samu Costa,90,0,8
Mallorca,Dani Rodríguez,90,0,8
Mallorca,Antonio Sánchez,63,0,8
Mallorca,Giovanni González,90,0,8
Mallorca,Martin Valjent,90,0,8
Mallorca,Toni Lato,79,11,8
Mallorca,Omar Mascarell,27,63,8
Mallorca,Manu Morlanes,6,84,8
Mallorca,Amath,27,63,8
Girona,Paulo Gazzaniga,90,0,8
Girona,Miguel Gutiérrez,90,0,8
Girona,David López,59,0,8
Girona,Viktor Tsyhankov,45,0,8
Girona,Artem Dovbyk,59,0,8
Girona,Aleix García,90,0,8
Girona,Sávio,78,0,8
Girona,Daley Blind,90,0,8
Girona,Yan Couto,90,0,8
Girona,Yangel Herrera,86,0,8
Girona,Eric García,90,0,8
Girona,Cristhian Stuani,31,59,8
Girona,Valery Fernández,45,45,8
Girona,Pablo Torre,12,78,8
Girona,Jhon Solis,4,86,8
Girona,Portu,31,59,8
Real Madrid,Kepa Arrizabalaga,90,0,8
Real Madrid,Dani Carvajal,90,0,8
Real Madrid,Jude Bellingham,73,0,8
Real Madrid,Nacho,89,0,8
Real Madrid,Vinicius Júnior,67,0,8
Real Madrid,Toni Kroos,90,0,8
Real Madrid,Eduardo Camavinga,90,0,8
Real Madrid,Joselu,86,0,8
Real Madrid,Federico Valverde,86,0,8
Real Madrid,Aurélien Tchouaméni,90,0,8
Real Madrid,Antonio Rüdiger,90,0,8
Real Madrid,Rodrygo,23,67,8
Real Madrid,Lucas Vázquez,4,86,8
Real Madrid,Dani Ceballos,17,73,8
Real Madrid,Brahim Díaz,4,86,8
Real Sociedad,Álex Remiro,90,0,8
Real Sociedad,Martín Zubimendi,90,0,8
Real Sociedad,Igor Zubeldia,90,0,8
Real Sociedad,Ander Barrenetxea,60,0,8
Real Sociedad,Mikel Merino,80,0,8
Real Sociedad,Takefusa Kubo,90,0,8
Real Sociedad,Kieran Tierney,24,0,8
Real Sociedad,Hamari Traoré,90,0,8
Real Sociedad,Umar Sadiq,60,0,8
Real Sociedad,Brais Méndez,90,0,8
Real Sociedad,Robin Le Normand,61,0,8
Real Sociedad,Aihen Muñoz,66,24,8
Real Sociedad,Mikel Oyarzabal,30,60,8
Real Sociedad,Jon Pacheco,29,61,8
Real Sociedad,André Silva,30,60,8
Real Sociedad,Beñat Turrientes,10,80,8
Athletic Club,Unai Simón,90,0,8
Athletic Club,Daniel Vivian,74,0,8
Athletic Club,Yeray Álvarez,90,0,8
Athletic Club,Iñaki Williams,90,0,8
Athletic Club,Iker Muniain,70,0,8
Athletic Club,Nico Williams,63,0,8
Athletic Club,Gorka Guruzeta,45,0,8
Athletic Club,Dani García,90,0,8
Athletic Club,Yuri Berchiche,90,0,8
Athletic Club,Óscar de Marcos,90,0,8
Athletic Club,Ander Herrera,71,0,8
Athletic Club,Aitor Paredes,16,74,8
Athletic Club,Álex Berenguer,27,63,8
Athletic Club,Asier Villalibre,45,45,8
Athletic Club,Raúl García,20,70,8
Athletic Club,Beñat Prados,19,71,8
Almería,Luís Maximiano,90,0,8
Almería,Kaiky,90,0,8
Almería,Édgar González,33,0,8
Almería,Dion Lopy,90,0,8
Almería,Largie Ramazani,48,0,8
Almería,Arnau Puigmal,83,0,8
Almería,Luis Javier Suárez,82,0,8
Almería,Gonzalo Melero,90,0,8
Almería,Léo Baptistão,48,0,8
Almería,Sergio Akieme,90,0,8
Almería,Juan Brandáriz,90,0,8
Almería,Iddrisu Baba,57,33,8
Almería,Adri Embarba,42,48,8
Almería,Alejandro Pozo Pozo,7,83,8
Almería,Sergio Arribas,42,48,8
Almería,Ibrahima Koné,8,82,8
Granada,André Ferreira,90,0,8
Granada,Lucas Boyé,88,0,8
Granada,José Callejón,45,0,8
Granada,Antonio Puertas,72,0,8
Granada,Ricard Sánchez,90,0,8
Granada,Ignasi Miquel,45,0,8
Granada,Carlos Neva,90,0,8
Granada,Sergio Ruiz,45,0,8
Granada,Gerard Gumbau,90,0,8
Granada,Bryan Zaragoza,90,0,8
Granada,Raúl Torrente,90,0,8
Granada,Miguel Ángel Rubio,45,45,8
Granada,Myrto Uzuni,18,72,8
Granada,Shon Weissman,2,88,8
Granada,Gonzalo Villar,45,45,8
Granada,Álvaro Carreras,45,45,8
Alavés,Antonio Sivera,90,0,8
Alavés,Rubén Duarte,90,0,8
Alavés,Aleksandar Sedlar,90,0,8
Alavés,Ander Guevara,82,0,8
Alavés,Alex Sola,90,0,8
Alavés,Antonio Blanco,48,0,8
Alavés,Ianis Hagi,54,0,8
Alavés,Luis Rioja,82,0,8
Alavés,Nahuel Tenaglia,54,0,8
Alavés,Kiké,54,0,8
Alavés,Rafa Marín,90,0,8
Alavés,Andoni Gorosabel,36,54,8
Alavés,Jon Karrikaburu,8,82,8
Alavés,Xeber,8,82,8
Alavés,Carlos Benavídez,36,54,8
Alavés,Samuel Omorodion,36,54,8
Osasuna,Sergio Herrera,79,0,8
Osasuna,Juan Cruz Armada,90,0,8
Osasuna,David García,90,0,8
Osasuna,Jon Moncayola,90,0,8
Osasuna,Aimar Oroz,90,0,8
Osasuna,Rubén García,90,0,8
Osasuna,Rubén Peña,90,0,8
Osasuna,José Arnaiz,62,0,8
Osasuna,Raúl,67,0,8
Osasuna,Catena,90,0,8
Osasuna,Iker Muñoz,62,0,8
Osasuna,Aitor Fernández,11,79,8
Osasuna,Lucas Torró,28,62,8
Osasuna,Jesús Areso,23,67,8
Osasuna,Ante Budimir,23,67,8
Osasuna,Johan Mojica,5,85,8
Atlético Madrid,Jan Oblak,90,0,7
Atlético Madrid,César Azpilicueta,80,0,7
Atlético Madrid,Koke,60,0,7
Atlético Madrid,Antoine Griezmann,90,0,7
Atlético Madrid,Saúl Ñíguez,90,0,7
Atlético Madrid,Ángel Correa,90,0,7
Atlético Madrid,Marcos Llorente,60,0,7
Atlético Madrid,Nahuel Molina,90,0,7
Atlético Madrid,Axel Witsel,90,0,7
Atlético Madrid,Mario Hermoso,90,0,7
Atlético Madrid,Rodrigo Riquelme,60,0,7
Atlético Madrid,José María Giménez,30,60,7
Atlético Madrid,Rodrigo De Paul,30,60,7
Atlético Madrid,Samuel Lino,30,60,7
Atlético Madrid,Javi Galán,10,80,7
Cádiz,Jeremías Ledesma,90,0,8
Cádiz,Joseba Zaldúa,61,0,8
Cádiz,Fali,34,0,8
Cádiz,Rubén Alcaraz,45,0,8
Cádiz,Rubén Sobrino,90,0,8
Cádiz,Rominigue Kouamé,90,0,8
Cádiz,Javi Hernández,90,0,8
Cádiz,Chris Ramos,90,0,8
Cádiz,Roger Martí,45,0,8
Cádiz,Jorge Meré,69,0,8
Cádiz,Lucas,90,0,8
Cádiz,Iván Alejo,45,45,8
Cádiz,Mamadou Mbaye,56,34,8
Cádiz,Gonzalo Escalante,45,45,8
Cádiz,Isaac Carcelen,29,61,8
Cádiz,Maxi Gómez,21,69,8
Real Betis,Claudio Bravo,90,0,8
Real Betis,Héctor Bellerín,90,0,8
Real Betis,Juan Miranda,90,0,8
Real Betis,Guido Rodríguez,87,0,8
Real Betis,Germán Pezzella,90,0,8
Real Betis,Ayoze Pérez,71,0,8
Real Betis,Marc Bartra,45,0,8
Real Betis,Rodri,90,0,8
Real Betis,Marc Roca,90,0,8
Real Betis,Isco,61,0,8
Real Betis,Assane Diao,71,0,8
Real Betis,Abdessamad Ezzalzouli,19,71,8
Real Betis,Borja Iglesias,19,71,8
Real Betis,William Carvalho,29,61,8
Real Betis,Sergi Altimira,3,87,8
Real Betis,Chadi Riad,45,45,8
Valencia,Giorgi Mamardashvili,90,0,8
Valencia,Cristhian Mosquera,90,0,8
Valencia,Mouctar Diakhaby,90,0,8
Valencia,Gabriel Paulista,90,0,8
Valencia,Javier Guerra,90,0,8
Valencia,Domingos André Ribeiro Almeida,67,0,8
Valencia,Cenk Özkacar,90,0,8
Valencia,Roman Yaremchuk,45,0,8
Valencia,José Luis García Vayá,85,0,8
Valencia,Francisco Perez,76,0,8
Valencia,Pablo Gozalbez,45,0,8
Valencia,Hugo Guillamón,23,67,8
Valencia,Hugo Duro,45,45,8
Valencia,Diego López,45,45,8
Valencia,Hugo González,5,85,8
Valencia,Mario Dominguez,14,76,8
Las Palmas,Álvaro Vallés,90,0,8
Las Palmas,Sergi Cardona,90,0,8
Las Palmas,Álex Suárez,90,0,8
Las Palmas,Javier Muñoz,62,0,8
Las Palmas,Enzo Loiodice,76,0,8
Las Palmas,Mika Màrmol,90,0,8
Las Palmas,Sory Kaba,62,0,8
Las Palmas,Munir El Haddadi,90,0,8
Las Palmas,Kirian Rodríguez,90,0,8
Las Palmas,Francisco Jesús Crespo García,76,0,8
Las Palmas,Julian Araujo,31,0,8
